iteration,gas,gasPrice,latency_ms,status,error,txHash
33,239241,13103585030,13331.06,success,,0xddaab633f5c5825ec8084be9e2ff7276595400ff13fd03ccca2e2f81b79bd424
34,239241,13751207885,10617.05,success,,0x24e440d0e10ebc0bdae486167c2e2dbfa0b5acfa87ed59bed2f1dc3f007a924a
35,239241,12737324523,12381.53,success,,0xa0a3e586a4c5b0c22858aca75879de3f807a67feb7793ad03a4ac44bc0bd366c
36,239241,12766431914,12474.91,success,,0xc953a2770666b94657ce3cf9672374a3b769cdcf552f7b86623cb61f8cd72f78
37,239241,12656622216,11322.20,success,,0xb068939135b17ee696a16b0d590612809408c0d9d8ab336a1a17f44f673dfc4c
38,239241,11937636264,13158.76,success,,0xfe08307f2ac8dd81a8c96be51b758218193ad03441c919d3bba55e34fdcfec96
39,239241,12024773224,11948.18,success,,0x7e78bdadfbc4b74700e304b8d633a3736f0f45fe9cbd5cc41b45daa8d9793367
40,239241,11732563329,11006.00,success,,0xe45289c6aa71aa606a3de4c742069a3b45cc357ab403e5458f0da8f81b53caaf
41,239241,11390582273,12105.60,success,,0x78c1f2efcbeb7e99dcebc3e6f0c04f6eefaaf5bdfa771467903bcf3ce2eddc92
42,239241,11288916487,11666.24,success,,0x11500a593d2ec9184aea430bc002b53cc50319362c1440526260f0af489d03f2
43,239241,11141375697,12199.86,success,,0x4771d7b07a18ce9ae739066f82af9090b7719e7e74cd69e0c4221cc4b6aa4052
44,239241,11148161460,12060.43,success,,0xa17636c5e58000d6b5986e5444f611733babba0be1a9475aad9015c0a7ea2abc
45,239241,10856226255,12026.55,success,,0x651f05c4378ab563f97862e36c966a6c0d3e74adf1bebac5d3109d919e5ced3d
46,239241,10886029142,12159.30,success,,0xe39c15712e02f9d1f5871bc8bdedca9d9648aa660080f17a096f548bec0d4cda
47,239241,10279922710,11800.93,success,,0xe46adbe12b7231942ce0312fde54288626dcf4f687d4694f4fe848217c57aa4d
48,239241,10538184011,12455.94,success,,0x55c338c63cc65cb03252661ab4f0cfbaba82093f8268b8e3a48b02304f5d1831
49,239241,10092192056,11788.46,success,,0xe0ca3a4ddf94fe5556d08843c5e7833554b87f6301095a2a0405606046c48efa
50,239241,9968134589,24704.27,success,,0xa0aae69a5a10d8355065ddb45d632d1db9737b990bb56653dd7dfd28630d27eb
