iteration,gas,gasPrice,latency_ms,status,error,txHash
28,408186,25000000,2471.44,success,,0x38c6b5f2cf4cee8bf9269e49144f5a90e01e2012608527c1a85c2391e3f19fc5
29,408186,25000000,2935.43,success,,0xe862cb3a7bb059f3e363745da5334084d479667242cda27b9dfa621cf79019b3
30,408186,25000000,2929.92,success,,0x637a61684a71814eae1b3e4a70f3b4a63b3443f985bb586a0617852c6c37d878
31,408186,25000000,3097.93,success,,0xa928add99d614de2bfde7537fca2d253b941dac3f9de5d061790c87546e96aa3
32,408186,25000000,2506.92,success,,0x9422a4d1dd28ffbbc35b0464646e4970144a1b3d1733647a5c8cad46ab07bf37
33,408186,25000000,3174.02,success,,0xa3cd468bb6e6a564050e576cd3c96c0e1604cd0f726c3fafe75681605e56abf8
34,408186,25000000,3723.67,success,,0x4fe2f2c9cd3bcbb62c424c63be22e6d7a1117d979a7be07dadbcae5d4d2dfa51
35,408186,25000000,3662.69,success,,0xa00381fc771d954dac2c79f4d6294b17c095c0f9bdb25b89ebf358f753347b1f
36,408186,25000000,4361.77,success,,0x261a2aa687bdd7da11ebb4425d29f2b0c1c0c3cee6192619edba7c6e929ea258
37,408186,25000000,2523.96,success,,0x4532f730e1111fa7bf60c19b5ede1cdc93f552985829d49642dcbaf03ac4ed31
38,408186,25000000,2962.58,success,,0x8089575e6f8d3968ae3dc3ff5591fec7e0df7bce1d8dd09863d6ae49ed57c7b3
39,408186,25000000,2483.24,success,,0x05e4d02b8d1b43ebd81e292f4f7808a44544770c42b94b37f8bb853ed2d3ca63
40,408186,25000000,3482.50,success,,0x710c1f935aa623d8768a63dbb1250438e269fda015d12a42e8fd7ffabb90e04f
41,408186,25000000,2678.00,success,,0xeb44ddba6087f1a3eb03dd1cff402725abacce313dc82edb926b36ba49755463
42,408186,25000000,3795.55,success,,0x1c2a75bc4db6c3de27cd793c5bfb0be9db4aba69a7c7863c3deb6d97fff809d1
43,408186,25000000,2523.91,success,,0x9c2924729984d5cfae4d4f4b52912f7c240bd2eb08451e5fa584e1053e8b22e7
44,408186,25000000,2501.48,success,,0x3d62c399b71329187fdc7f50b8ca421ba2bd749dda0357ab7412aec08d545dd4
45,408186,25000000,2488.46,success,,0x922586252c1d91ca7481ddee70206922b82eaa4a2cff120f906189d1f4745432
46,408186,25000000,2572.29,success,,0x19fc3688e5a42e376101bfccd242e00b2f3e79a25154c2110eb71a93ad27fb8b
47,408186,25000000,3962.23,success,,0x6d2bb748fe4e0a91fe4ce2e58e5961b72f6ee04ec2d3524f458e98b51d3b236a
48,408186,25000000,2966.38,success,,0x605e575042b76b91a4ec27368ec3f0fc867a169206f36a422663f45e1eb466a6
49,408186,25000000,2923.74,success,,0xd77e8831a1399a21657bfe18362dc4c89bc07322c1739d156f5fb00865d32979
50,408186,25000000,2616.24,success,,0xcdbe5ad944f9da0f75da9348a0ef6cc78f1d99ffe3a805529dce4d1c53312047
