iteration,gas,gasPrice,latency_ms,status,error,txHash
1,239241,1366948412,4016.86,success,,0x78e23242eae1f658fa744fcd5df1cd3f1ad7efb93a87715a6de47b095104f842
2,239241,1277550131,11434.80,success,,0x5aeb2e312138ae99d33683fa7b6da0fc784329729f462aa9b690c55555799074
3,239241,1316799786,13695.91,success,,0x7b033faf37d47d8441c872445166117f1baac675e890ccb19a99955310420ef2
4,239241,1444864259,10840.80,success,,0xa3fed88d789e17408c2f307ca84baf70818dc1bb3da468d3ede86cc3d1867bba
5,239241,1593949543,11540.16,success,,0x7dfcf3496d8f0c38197460ea0fbe850af0a87feb3734b30150cd25e28974c53a
6,239241,1650326233,11418.45,success,,0x4e078004789f0aae710b07d8d34853b092230f1a0d01e4842919213aa3f764d4
7,239241,1719610096,12681.89,success,,0x4e0cbc7cded1829d6048c537a6e63e6bee0b71d1daac484c40921d1d3686d18b
8,239241,1832135192,11413.12,success,,0x0760db2e75df8996f358c9c5fa62b26e0df9ef6e206c5b441138831e12d56ece
9,239241,2019271510,15171.83,success,,0x52cc125436aa88d08a08e861d95fb96527e9296f5f7abcfb5e7d891f45d5f843
10,239241,2173951375,22002.31,success,,0x533a41e58a6d155405e199bb29b5a152aa1c5802b1788c09043074a9a4031a9f
11,239241,2445320536,23790.03,success,,0x8daa673ded254f7af64f52bab3ef10a4971436232e771e35a21bb60d8d4e4ed8
12,239241,2741404470,23045.95,success,,0xb4c5b4b1e586d44f00b82995d8448a44b10305a88f8f4aa331b656a79112e78d
13,239241,3062703844,13212.15,success,,0x6278260f304f40a3d2fb64470552c5c6ae4060261079d2ea41e00e1a9897688b
14,239241,3183944036,11797.89,success,,0xffc45e4c4da0183d1772fd5074ecedc05d77ac7f2747a62ae181e085582f8bc6
15,239241,3305149521,11683.21,success,,0x2a85e4044e27a7f613438cecafd83e2fa30f5c8730897b0dfd563ace9b3af6d7
16,239241,3484260422,12150.33,success,,0x749eb534b922a0680ea009673946797c17740491593205ab146577124824590b
17,239241,3649916686,11425.17,success,,0xee3ce96b2e2c62166eeda70dd95767a1ebf24ec32ee5dbec58e08a4e4344401a
18,239241,3777465728,11825.96,success,,0xd3a094f3693b69bc9cf7d776c51c0e1249fb1f4bbf29e0e69efb0d4af8233fd7
19,239241,3870024967,12390.81,success,,0xa79334163001d675ee0959b80b329f74199976f7f27ce2535b3e9d5fa746a360
20,239241,4090794377,11440.22,success,,0x58e0cfd3d401fe072cb6cea9bd6a8850f8c69ac01ca9d320b19affed6f23fdf4
21,239241,4375977222,23529.02,success,,0xf2fd3197365666e15641da66b7fec38667b6f18d03bd8a931577a78ead221138
22,239241,4821387086,12786.24,success,,0xb88d69d4a4836a9d361b54059e8ffeed40bbd03b7bfd9b653e271c1d6f4b9978
23,239241,4993202071,11567.21,success,,0xbf7483f849c9e448153d36374c91d922a6bd80e2142fc75392c8ff901d8bfb61
24,239241,5050544032,13410.57,success,,0x0349ec20a051bf44cded50f1272738a5cbbf0f620734d1a61a16158230bc073c
25,239241,5392586938,10426.68,success,,0x7567d107163e684959867f469b3daa684ef5357b03add447ebb6bf2ca012a659
26,239241,6044679524,12249.40,success,,0x82692ed9dcb1bfdf6388ecbe9b5f3ac04186a9daa2440c78caf300d981c3e2b0
27,239241,6799863296,12407.65,success,,0xfe49912d5f07da27699a5eee7d99f3d676685742c2bcd5d1aec000a831c2ba59
28,239241,7617846589,12152.69,success,,0xe0b23d48ec5bd3c2c681837a4ec4ef02ddd8cda0f30a2f1d0326b1168906581e
29,239241,8300337539,12791.56,success,,0x581366c6e4fac69328e3370800a221b7ffe869a82fc36eb663ef2b3792723aab
30,239241,9336951480,11906.14,success,,0xf4e36b5cb766c8950014ee4c32245d6d4a2c28c83db713e3e75542ddc3c594c0
31,239241,9957963950,11611.83,success,,0x86d326f58343bfc11aa79dbf1e90aa4b932d8308f7bc18e211eb5a370be9342d
32,239241,11183029425,11098.95,success,,0x0467f0629921407d16ffba6c0355dbd4f2d8685cc7bbbf11b10a13083e383d53
33,239241,11430757291,12879.50,success,,0xd8ca30643d10c4cb3b6feca0d616ddc8f2ccfdc0c3e320daa3a59dc775669e6a
34,239241,12802594934,11522.24,success,,0x0de194a040c2135902e0cd1c64724d6690eb1c057ce48d2c6336e50bf0867f1f
35,239241,14189118344,23909.69,success,,0x100e5f774bafc4b3edfaa1f96817fab5832e0f61eb189bd37b5b535673da490c
36,239241,15958751328,14500.63,success,,0x320726219d04593f2d53c51ae37e83baf7dcb09de2e3c2894c1af4a625c6ebfe
37,239241,17939249648,9993.00,success,,0x75b3265c3f523b6813e7f5e421efdb6b898863b9570c8e8f3bc69ff1420ee3f8
38,239241,17881509343,12022.31,success,,0x60dd9efdbc1b9db7e99d7393b86a663e7c7458afb7e05d47e803f88b731bb9cb
39,239241,19995272616,12022.71,success,,0xbf1af53859f12ec69c088df399c5dbede721ecd8bc7fc20e84d59406eab07ff3
40,239241,21922411750,11515.74,success,,0xb25b7d16ad164af31b9f98292f2bee98d228c6069ec6cb125fb2ee020da0a34f
41,239241,24298145610,11974.87,success,,0x8de54ac5ae76af3c6cf1261f4bcea78d85ee6446c6c88d92a73c8a80c2fcc412
42,239241,26646184444,12517.35,success,,0x1d9597fb88f86800fa9513c49740e90d253a7dbb4ac14651b0cde4cc97cb4d2c
43,239241,29648875677,10963.49,success,,0x034efc7ac835874bcec5ad28269cd8d6850e095651fa3685fcd0220bb0bdd8d4
44,239241,32563262378,12286.98,success,,0xb3f03be022b15602fd014e34f1c30826fad5407b19f7d42d5da581c5d5d3143f
45,239241,36267126595,12581.41,success,,0x4ca9c8472081cc5b5e1464d14fcadc10c44a5bf903b08cb411c6f791d1bccd20
46,239241,39499804512,11073.44,success,,0xdb6ec35084efa0a2e1bff4d18aafed3ad3aeadbecc8b0f09c75dbf81f912674e
47,239241,37931702669,11894.04,success,,0xf7bd217eb157ed696abb493c84a157d9a43373cc342495661ab2c3249e613811
48,,,1170.98,fail,"insufficient funds for gas * price + value: balance 4429647901141676, tx cost 12878402068445004, overshot 8448754167303328",
