campaign_id,run_id,plan,env,client_version,hardfork,chain_id,profile,cell_id,backend,depth,partner_depth,op_seq,op,kind,proof_id,proof_j,leaf_index,from_account,to_contract,contract_name,contract_address,nonce,gas_limit,expected_status,status,expected_revert,revert_reason,expected_return,return_value,check_pass,gas_used,calldata_bytes,calldata_zero_bytes,calldata_tokens,calldata_gas_standard,floor_gas_7623,create_gas,intrinsic_gas,exec_gas_derived,floor_binding,code_deposit_gas,initcode_bytes,runtime_bytes,runtime_keccak,runtime_matches_artifact,calldata_sha256,tx_hash,block_number,gas_price_wei,gas_price_semantics
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,5,precheck_call,call,G16-d10-p0,0,64,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,,,call,call,,,true,true,1,,292,3,1159,,,,,,,,,,,,9730c9450f195fc730e64f4d7205cbf45b26ff9f17580d9d401e13400ba0e3aa,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,6,verify_credential,tx,G16-d10-p0,0,64,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,4,1000000,1,1,,,,,1,223934,292,3,1159,4636,32590,0,25636,198298,0,,,,,,9730c9450f195fc730e64f4d7205cbf45b26ff9f17580d9d401e13400ba0e3aa,0x4d2080de0f2f26037a38e718278cfa79e3fa728934164d8d37249fe03adc7fcb,7,1394667126,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,7,verify_credential,tx,G16-d10-p1,1,192,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,5,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,ce971fb7c04ab6242abe8dc45051c213fc5eb3f431718bc559102945e2f5ac7f,0xd4232d3433501e590c055d2f8efec78c10161118e743641e0dc268b11d600319,8,1345701983,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,8,verify_credential,tx,G16-d10-p2,2,320,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,6,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,05488c1efe57727918a2f30464f34ab7190a523470bb1e28b2cbf273b7bc9ff0,0x63819df7e6243eb7a98e52faa7b787c7fd7bc4ee76def1c4b2f4fb90e0210584,9,1302811830,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,9,verify_credential,tx,G16-d10-p3,3,448,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,7,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,00e8073ce3e12ba5e382dcec248de28e00464a544418fc70d94f21d469d9db71,0x9d23446f9ff613140d6adb5cf77847a0179a031e283d22dae619c6080addb2c3,10,1265242923,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,10,verify_credential,tx,G16-d10-p4,4,576,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,8,1000000,1,1,,,,,1,223970,292,0,1168,4672,32680,0,25672,198298,0,,,,,,59543a919d53a5ad666c27785dd7c3076027cf96c68a969a47deb6c7f925dcd0,0xeb49454895836c2d06ff15654a6511c811a93492c949c4daf57ccb17a7109656,11,1232335072,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,11,verify_credential,tx,G16-d10-p5,5,704,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,9,1000000,1,1,,,,,1,223946,292,2,1162,4648,32620,0,25648,198298,0,,,,,,b6543fce59c9a7c85ee23e7af8353b303b0e0abdce519dbbcab282ac17abc282,0x8ee6093471c84415bf02661925f0d0d1abf754001a5161b7735ac6cbe8a9739b,12,1203510006,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,12,verify_credential,tx,G16-d10-p6,6,832,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,10,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,2dc740127d37e159c41eafc740c0789c3d3d9be27792a70e1c60d87ed0068c67,0x8d46649f0fc31ba7ce2e763083df9239dde44127c7933f7ac8efc7034c36b521,13,1178261153,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,13,verify_credential,tx,G16-d10-p7,7,960,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,11,1000000,1,1,,,,,1,223970,292,0,1168,4672,32680,0,25672,198298,0,,,,,,4f9484fa4a26cde8d96adb5abaa73df628e6e1daf4e6a0483f68c5bd0fb236ac,0x950aa087d058273ad7150d94ef8e7eb85ed26eb134699805b4f17a3bfb3b2be8,14,1156144855,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,14,verify_proof_call,call,G16-d10-p0,0,64,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,3,1159,,,,,,,,,,,,00d891db3117c020bf1d8ac8aacda4825f46fbd4c9b717316cfac8afe0a258f1,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,15,verify_proof_call,call,G16-d10-p1,1,192,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,1645716acb461e34dc46552d7fcf1ce299195a2fb7a62c0f326075b320757911,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,16,verify_proof_call,call,G16-d10-p2,2,320,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,e00ac1cfc3d9e1435a403ff835d63c223b00433689af0910e239c682d3a7c8f8,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,17,verify_proof_call,call,G16-d10-p3,3,448,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,e7a5fd90f11e6ab2780a4dabf33001319f7a90c8d20183a4917b7eefcdbb1748,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,18,verify_proof_call,call,G16-d10-p4,4,576,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,0,1168,,,,,,,,,,,,ace199a0b5c2c1cefa420c81e73edf52324e609d35cd66d6a65d4f9f79ba1fad,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,19,verify_proof_call,call,G16-d10-p5,5,704,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,2,1162,,,,,,,,,,,,4a4794dfc8fef58b0fa2776498d96153debbfcd07a1dceed3096b1534282d86c,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,20,verify_proof_call,call,G16-d10-p6,6,832,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,f677a7107864d1b718341fa515ba5b5003e4860493038c0b7134ba336df114c8,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,21,verify_proof_call,call,G16-d10-p7,7,960,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,true,true,1,,292,0,1168,,,,,,,,,,,,82da605af1171262045712508f8f854cbccb163c2f904ab03c660d7bb743329e,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,22,verify_proof_direct,tx,G16-d10-p0,0,64,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,12,1000000,1,1,,,,,1,214573,292,3,1159,4636,32590,0,25636,188937,0,,,,,,00d891db3117c020bf1d8ac8aacda4825f46fbd4c9b717316cfac8afe0a258f1,0x2f6adfaec9c0b6db91fd1bf9ea2b52114e59e116124d5c470e326147b4723df8,15,1136772464,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,23,verify_proof_direct,tx,G16-d10-p1,1,192,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,13,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,1645716acb461e34dc46552d7fcf1ce299195a2fb7a62c0f326075b320757911,0x3d75e249a848d2eb797af89d6d7c388d58eaa8525dfeacbc02c9ac31e8d4b401,16,1119798188,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,24,verify_proof_direct,tx,G16-d10-p2,2,320,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,14,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,e00ac1cfc3d9e1435a403ff835d63c223b00433689af0910e239c682d3a7c8f8,0xcca299bf5cf59cfd0a2b1d09f20aab853e61f7c38bde452e40ba7bbe653b6d5f,17,1104930533,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,25,verify_proof_direct,tx,G16-d10-p3,3,448,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,15,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,e7a5fd90f11e6ab2780a4dabf33001319f7a90c8d20183a4917b7eefcdbb1748,0xc81240df03508eb3487f17a1e20dbd4f5f710b98a6082e307a9f08a7a6e795e4,18,1091908041,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,26,verify_proof_direct,tx,G16-d10-p4,4,576,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,16,1000000,1,1,,,,,1,214609,292,0,1168,4672,32680,0,25672,188937,0,,,,,,ace199a0b5c2c1cefa420c81e73edf52324e609d35cd66d6a65d4f9f79ba1fad,0x4fc6901d4da56d81f5e1b79651f75e5023448f65107d4daa814e21bcf2d48df6,19,1080501716,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,27,verify_proof_direct,tx,G16-d10-p5,5,704,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,17,1000000,1,1,,,,,1,214585,292,2,1162,4648,32620,0,25648,188937,0,,,,,,4a4794dfc8fef58b0fa2776498d96153debbfcd07a1dceed3096b1534282d86c,0x6ead833d28464900d1d06e3bef4155a0994613fde9feb8560648453e2df763e2,20,1070510987,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,28,verify_proof_direct,tx,G16-d10-p6,6,832,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,18,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,f677a7107864d1b718341fa515ba5b5003e4860493038c0b7134ba336df114c8,0x49010c34d34472a5b4e4507de137de79f1b806cd2aea07681427a38fe5e1c0a0,21,1061760158,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,29,verify_proof_direct,tx,G16-d10-p7,7,960,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,19,1000000,1,1,,,,,1,214609,292,0,1168,4672,32680,0,25672,188937,0,,,,,,82da605af1171262045712508f8f854cbccb163c2f904ab03c660d7bb743329e,0xc9e936bb9e01d904d34b098822bbe54f1535facfe6ed15982f037efc8f4768aa,22,1054095362,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,30,neg_unknown_root,tx,G16-d11-p0,0,128,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,20,3000000,0,0,Invalid root,Invalid root,,,1,32620,292,2,1162,4648,32620,0,25648,6972,1,,,,,,ca9621b912a5f11cbb8dd875c48c9971287be9dbbe4454fcd36230ca7d465efc,0x198c01877a724427f5ca1df68e17515c7aac49b8bc65b5c91e728e0b4dccc398,23,1047381815,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,31,neg_tampered_call,call,G16-d10-p0,0,64,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,false,false,1,,292,3,1159,,,,,,,,,,,,e94c445b8904355f9a108a30593cd3990c855d14f3613162e80cb327e2be1c56,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,32,neg_tampered,tx,G16-d10-p0,0,64,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,21,3000000,0,0,Invalid proof,Invalid proof,,,1,2908558,292,3,1159,4636,32590,0,25636,2882922,0,,,,,,0359f7f970a67b3f2d4109b3cbc4922d22b87ea1de3a05061910dd18526af2b3,0x9897222fcb3177aff86dc73f78713235d63192f1e47d5a08fc8f69f4db9cc153,24,1041465529,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,33,neg_cross_depth_setup,tx,G16-d11-p0,0,128,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,22,300000,1,1,,,,,1,47334,36,1,141,564,22410,0,21564,25770,0,,,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758,0x03997103368559a20225d94a710b6909c2a5629cef15dea7041e9128c2a8e88c,25,1036784859,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,34,neg_cross_depth_call,call,G16-d11-p0,0,128,A0,verifier,Groth16LegacyVerifierDepth10,0x5FbDB2315678afecb367f032d93F642f64180aa3,,,call,call,,,false,false,1,,292,2,1162,,,,,,,,,,,,5bc6f0de4752c6450808a69e77e384f62a63422d6390520d86938db713353393,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,35,neg_cross_depth,tx,G16-d11-p0,0,128,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,23,3000000,0,0,Invalid proof,Invalid proof,,,1,222912,292,2,1162,4648,32620,0,25648,197264,0,,,,,,ca9621b912a5f11cbb8dd875c48c9971287be9dbbe4454fcd36230ca7d465efc,0x0ed63aee4deb512633864e0f1e07913d28b4e66f105034fbc11a92ea8d960501,26,1032194007,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d10,groth16,10,11,36,neg_non_issuer,tx,G16-d10-p0,0,64,A1,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,0,300000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,24183,36,0,144,576,22440,0,21576,2607,0,,,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205,0xf90c4b4ff1021a01af7a5aca9feef7626794b15bed1ee78d20e55d739cf726e5,27,1028199658,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,1,deploy_verifier,tx,,,,A0,,Groth16LegacyVerifierDepth11,0x5FbDB2315678afecb367f032d93F642f64180aa3,0,6000000,1,1,,,,,1,349628,1404,53,5457,21828,75570,32088,74916,274712,0,274400,1404,1372,0x1660e5c0187e477090c96776978c5c58afcac37df9cc19705e8395f2a690cefa,1,3adaef3e110854ca0e56ddb1e23c340fceb960f9010c03b78741b3911d43effd,0x932bf424987fea8da587cacc682a1c500a5dc891c2fda72c9d65c12ec19a0349,3,1670055867,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,2,deploy_manager,tx,,,,A0,,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,1,6000000,1,1,,,,,1,565248,2410,84,9388,37552,114880,32152,90704,474544,0,428000,2410,2140,0x3fa88dab92b4daae5449537045ac5d6e143ea11f41fcdff2d37adb5523454ace,1,19ee042dbe867a3c02cb22e3913366b1c44d39bcad3099526989912ebfacd00a,0xc688b2313697884cf2837738ae058cb45f5538eba2a7ea5ed4319cccfa8e7683,4,1587275010,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,3,set_issuer,tx,,,,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,2,300000,1,1,,,,,1,47900,68,43,143,572,22430,0,21572,26328,0,,,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06,0x501ae8be8fa71731b8e6f009057e6eda6a9beb71ae54aca9f8edbb0ff5e2ba0a,5,1515248784,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,4,add_root,tx,,,,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,3,300000,1,1,,,,,1,47334,36,1,141,564,22410,0,21564,25770,0,,,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758,0xd446ce3395ba412e867668b603c355b39a9d0289bf94f0286a795f4dff71f823,6,1450945522,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,5,precheck_call,call,G16-d11-p0,0,128,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,,,call,call,,,true,true,1,,292,2,1162,,,,,,,,,,,,ca9621b912a5f11cbb8dd875c48c9971287be9dbbe4454fcd36230ca7d465efc,,,,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,6,verify_credential,tx,G16-d11-p0,0,128,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,4,1000000,1,1,,,,,1,223946,292,2,1162,4648,32620,0,25648,198298,0,,,,,,ca9621b912a5f11cbb8dd875c48c9971287be9dbbe4454fcd36230ca7d465efc,0xa12fb956bf6fe0512f1d6cd60e67787f0c05986d8bce988f3268bb95e38bbbc1,7,1394666270,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,7,verify_credential,tx,G16-d11-p1,1,384,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,5,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,639c80471b559309e712f4c4ac80bdbc80d6df2460bd4c3bf55546677a3942c6,0x723d9fcab20516ec9d27d4825c060cb033fead4920f05672dc4e667697ebc32b,8,1345701253,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,8,verify_credential,tx,G16-d11-p2,2,640,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,6,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,a0d019788870875208b17503c52382242ecc7ef389c425030689cc5878f2facd,0xe7bc4a3e01a7a12937a34e0e239ad9374cee4f0335de5c61f761621edf177afb,9,1302811191,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,9,verify_credential,tx,G16-d11-p3,3,896,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,7,1000000,1,1,,,,,1,223946,292,2,1162,4648,32620,0,25648,198298,0,,,,,,44d222ad348d08cbb4c15c476f3f9e766c7b457489111eea40cf8035a9d57bfc,0x3dbd6dac825261606b20a9a5dae21dffcac176de95056bc141c7fa580dea7680,10,1265242363,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,10,verify_credential,tx,G16-d11-p4,4,1152,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,8,1000000,1,1,,,,,1,223934,292,3,1159,4636,32590,0,25636,198298,0,,,,,,64ac10112def869faad27edcff3a1f184b4d69c408dd4ef9ba2791e00fbf2f70,0x75e63bf9a3ca331edf3afc7a70a25a356f1ae92689e88904bc693b2b0f194ecb,11,1232334568,bookkeeping_only
CSI-CHAIN-LOCAL-01,full-71a5854-20260925T115726Z-geth,full,L1-geth,Geth/v1.16.9-stable-95665d57/linux-arm64/go1.24.13,osaka,1337,primary,primary-groth16-d11,groth16,11,15,11,verify_credential,tx,G16-d11-p5,5,1408,A0,manager,CredentialManagerGroth16,0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512,9,1000000,1,1,,,,,1,223934,292,3,1159,4636,32590,0,25636,198298,0,,,,,,0848907a05b5de2619814ca98c726689da9e07fb5de876c5f73602f5aecac8d5,0x077a789036a5eb674e60057f664ba2405289378641ef278083d24c6caf7128f9,12,1203509529,bookkeeping_only
