cell_id,profile,backend,depth,op_seq,op,kind,proof_id,proof_j,leaf_index,from_account,contract_name,gas_limit,expected_status,status,expected_revert,revert_reason,expected_return,return_value,check_pass,gas_used,calldata_bytes,calldata_zero_bytes,calldata_tokens,calldata_gas_standard,floor_gas_7623,create_gas,intrinsic_gas,exec_gas_derived,floor_binding,code_deposit_gas,initcode_bytes,runtime_bytes,runtime_keccak,runtime_matches_artifact,calldata_sha256
primary-groth16-d11,primary,groth16,11,17,verify_proof_call,call,G16-d11-p3,3,896,A0,Groth16LegacyVerifierDepth11,,call,call,,,true,true,1,,292,2,1162,,,,,,,,,,,,2fbdfdd45ebdc64fe7acb287054cddc5aaf6fe7ea8c957460799f49e7a023e66
primary-groth16-d11,primary,groth16,11,18,verify_proof_call,call,G16-d11-p4,4,1152,A0,Groth16LegacyVerifierDepth11,,call,call,,,true,true,1,,292,3,1159,,,,,,,,,,,,8ee79a385961861f0584a8cc07e1ac2143ddddfb5aff9524d32bd25fa77eee7e
primary-groth16-d11,primary,groth16,11,19,verify_proof_call,call,G16-d11-p5,5,1408,A0,Groth16LegacyVerifierDepth11,,call,call,,,true,true,1,,292,3,1159,,,,,,,,,,,,13313b6af35602ffa5ef1ea582e8157c92d0fa235c2451b2d167238a0d99b0db
primary-groth16-d11,primary,groth16,11,20,verify_proof_call,call,G16-d11-p6,6,1664,A0,Groth16LegacyVerifierDepth11,,call,call,,,true,true,1,,292,3,1159,,,,,,,,,,,,97dcf0752aff5768c43511010524f8845e4a9b3d98d7209cb75d830bb8e5a8ec
primary-groth16-d11,primary,groth16,11,21,verify_proof_call,call,G16-d11-p7,7,1920,A0,Groth16LegacyVerifierDepth11,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,72eebe6c87a27b1c9fd074143c7d39950e530a76e30b35c9a17507790d335537
primary-groth16-d11,primary,groth16,11,22,verify_proof_direct,tx,G16-d11-p0,0,128,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214585,292,2,1162,4648,32620,0,25648,188937,0,,,,,,5bc6f0de4752c6450808a69e77e384f62a63422d6390520d86938db713353393
primary-groth16-d11,primary,groth16,11,23,verify_proof_direct,tx,G16-d11-p1,1,384,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,efa885aac2e9479c43fe12f6847995b17d8af96513378cc2c1d26e9d055da7b6
primary-groth16-d11,primary,groth16,11,24,verify_proof_direct,tx,G16-d11-p2,2,640,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,1c147d59cc572d343a1e8e2aa749baf09252f70a647b83a025998f089baf4314
primary-groth16-d11,primary,groth16,11,25,verify_proof_direct,tx,G16-d11-p3,3,896,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214585,292,2,1162,4648,32620,0,25648,188937,0,,,,,,2fbdfdd45ebdc64fe7acb287054cddc5aaf6fe7ea8c957460799f49e7a023e66
primary-groth16-d11,primary,groth16,11,26,verify_proof_direct,tx,G16-d11-p4,4,1152,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214573,292,3,1159,4636,32590,0,25636,188937,0,,,,,,8ee79a385961861f0584a8cc07e1ac2143ddddfb5aff9524d32bd25fa77eee7e
primary-groth16-d11,primary,groth16,11,27,verify_proof_direct,tx,G16-d11-p5,5,1408,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214573,292,3,1159,4636,32590,0,25636,188937,0,,,,,,13313b6af35602ffa5ef1ea582e8157c92d0fa235c2451b2d167238a0d99b0db
primary-groth16-d11,primary,groth16,11,28,verify_proof_direct,tx,G16-d11-p6,6,1664,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214573,292,3,1159,4636,32590,0,25636,188937,0,,,,,,97dcf0752aff5768c43511010524f8845e4a9b3d98d7209cb75d830bb8e5a8ec
primary-groth16-d11,primary,groth16,11,29,verify_proof_direct,tx,G16-d11-p7,7,1920,A0,Groth16LegacyVerifierDepth11,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,72eebe6c87a27b1c9fd074143c7d39950e530a76e30b35c9a17507790d335537
primary-groth16-d11,primary,groth16,11,30,neg_unknown_root,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,3000000,0,0,Invalid root,Invalid root,,,1,32680,292,0,1168,4672,32680,0,25672,7008,1,,,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d11,primary,groth16,11,31,neg_tampered_call,call,G16-d11-p0,0,128,A0,Groth16LegacyVerifierDepth11,,call,call,,,false,false,1,,292,2,1162,,,,,,,,,,,,978167ce868bdde21a4e446ff192d661cfbe5e9a94cf2ab3bb651c1803218a1e
primary-groth16-d11,primary,groth16,11,32,neg_tampered,tx,G16-d11-p0,0,128,A0,CredentialManagerGroth16,3000000,0,0,Invalid proof,Invalid proof,,,1,2908558,292,2,1162,4648,32620,0,25648,2882910,0,,,,,,4600ea442b9dade6481bb2b6be2cf2ffc3335fa332050a02a4626b27822cfb63
primary-groth16-d11,primary,groth16,11,33,neg_cross_depth_setup,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,300000,1,1,,,,,1,47346,36,0,144,576,22440,0,21576,25770,0,,,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-groth16-d11,primary,groth16,11,34,neg_cross_depth_call,call,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth11,,call,call,,,false,false,1,,292,0,1168,,,,,,,,,,,,c1fa14b5797405497200d6957b5158faa30002873d39b43b4fd1ea982ca39ae2
primary-groth16-d11,primary,groth16,11,35,neg_cross_depth,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,3000000,0,0,Invalid proof,Invalid proof,,,1,222936,292,0,1168,4672,32680,0,25672,197264,0,,,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d11,primary,groth16,11,36,neg_non_issuer,tx,G16-d11-p0,0,128,A1,CredentialManagerGroth16,300000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,24171,36,1,141,564,22410,0,21564,2607,0,,,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-groth16-d15,primary,groth16,15,1,deploy_verifier,tx,,,,A0,Groth16LegacyVerifierDepth15,6000000,1,1,,,,,1,350060,1406,53,5465,21860,75650,32088,74948,275112,0,274800,1406,1374,0x085bab7f625aa60f1081b7b3292531997c4733a612dafcfdf8375abde640ef74,1,3f30bce356e4b31c965f1dd559f21665a3ccac9072a6d3c5b285eeb2498ef24c
primary-groth16-d15,primary,groth16,15,2,deploy_manager,tx,,,,A0,CredentialManagerGroth16,6000000,1,1,,,,,1,565248,2410,84,9388,37552,114880,32152,90704,474544,0,428000,2410,2140,0x3fa88dab92b4daae5449537045ac5d6e143ea11f41fcdff2d37adb5523454ace,1,19ee042dbe867a3c02cb22e3913366b1c44d39bcad3099526989912ebfacd00a
primary-groth16-d15,primary,groth16,15,3,set_issuer,tx,,,,A0,CredentialManagerGroth16,300000,1,1,,,,,1,47900,68,43,143,572,22430,0,21572,26328,0,,,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-groth16-d15,primary,groth16,15,4,add_root,tx,,,,A0,CredentialManagerGroth16,300000,1,1,,,,,1,47346,36,0,144,576,22440,0,21576,25770,0,,,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-groth16-d15,primary,groth16,15,5,precheck_call,call,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,,call,call,,,true,true,1,,292,0,1168,,,,,,,,,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d15,primary,groth16,15,6,verify_credential,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223970,292,0,1168,4672,32680,0,25672,198298,0,,,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d15,primary,groth16,15,7,verify_credential,tx,G16-d15-p1,1,6144,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,913be1bdecd87ce3996ebc8d1ff465d022fd88203fda1136b6e51a4daa850cb7
primary-groth16-d15,primary,groth16,15,8,verify_credential,tx,G16-d15-p2,2,10240,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223946,292,2,1162,4648,32620,0,25648,198298,0,,,,,,dd83f315fa1aade3a4be6c26fb8582bd4edfac15a5c523ec8af8adb9811c98d2
primary-groth16-d15,primary,groth16,15,9,verify_credential,tx,G16-d15-p3,3,14336,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,749f32790365347d532b39ccf08ab073437daf09b7ac9d073142ce6773ca9104
primary-groth16-d15,primary,groth16,15,10,verify_credential,tx,G16-d15-p4,4,18432,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223970,292,0,1168,4672,32680,0,25672,198298,0,,,,,,bb58032357ff31a89916564de19e9f3c131369a58d13300b9c9f9886cf3f7ed6
primary-groth16-d15,primary,groth16,15,11,verify_credential,tx,G16-d15-p5,5,22528,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223946,292,2,1162,4648,32620,0,25648,198298,0,,,,,,4b8d4700d0bb0121d4e896a6797320d9ad6e3f3abc9743f61dc4c52d0daa34e4
primary-groth16-d15,primary,groth16,15,12,verify_credential,tx,G16-d15-p6,6,26624,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,c78222b8f86cc480198574e141459b4aecf74592b5a1c8df77ac6d5cfaa50c4a
primary-groth16-d15,primary,groth16,15,13,verify_credential,tx,G16-d15-p7,7,30720,A0,CredentialManagerGroth16,1000000,1,1,,,,,1,223958,292,1,1165,4660,32650,0,25660,198298,0,,,,,,0939ed3af2b91f3f33792cb3e6506f1e25c8e4c8e96276543fb527ab44c08632
primary-groth16-d15,primary,groth16,15,14,verify_proof_call,call,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,0,1168,,,,,,,,,,,,c1fa14b5797405497200d6957b5158faa30002873d39b43b4fd1ea982ca39ae2
primary-groth16-d15,primary,groth16,15,15,verify_proof_call,call,G16-d15-p1,1,6144,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,9a69908c11b9d604d07eeeb7aa75afd25faa2970a09fad8fe1226b6108a691f7
primary-groth16-d15,primary,groth16,15,16,verify_proof_call,call,G16-d15-p2,2,10240,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,2,1162,,,,,,,,,,,,ffa426a227502e520b215cbad8054ba8c89f180fc933010c3d58b8205d5eaa0e
primary-groth16-d15,primary,groth16,15,17,verify_proof_call,call,G16-d15-p3,3,14336,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,353c4bf788dd3eea11cad07d0eee3159b83e1600578b4dbefa6fe480a037a61b
primary-groth16-d15,primary,groth16,15,18,verify_proof_call,call,G16-d15-p4,4,18432,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,0,1168,,,,,,,,,,,,0275540c48b6aadc24187f726a135babd7acf2161a082d7eb14a4c20bdacc4c5
primary-groth16-d15,primary,groth16,15,19,verify_proof_call,call,G16-d15-p5,5,22528,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,2,1162,,,,,,,,,,,,0e3a31470df088a45ddf346b4ebae6ef688c42c6473017d52829f93f2e126363
primary-groth16-d15,primary,groth16,15,20,verify_proof_call,call,G16-d15-p6,6,26624,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,068b52d1b0b961e5b1d34659e007396c3564365df391b9c79a52500e2d10202b
primary-groth16-d15,primary,groth16,15,21,verify_proof_call,call,G16-d15-p7,7,30720,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,292,1,1165,,,,,,,,,,,,613402477dba87fc3cf8902e3beabb20992e3af063701ebc06397c5554ef618f
primary-groth16-d15,primary,groth16,15,22,verify_proof_direct,tx,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214609,292,0,1168,4672,32680,0,25672,188937,0,,,,,,c1fa14b5797405497200d6957b5158faa30002873d39b43b4fd1ea982ca39ae2
primary-groth16-d15,primary,groth16,15,23,verify_proof_direct,tx,G16-d15-p1,1,6144,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,9a69908c11b9d604d07eeeb7aa75afd25faa2970a09fad8fe1226b6108a691f7
primary-groth16-d15,primary,groth16,15,24,verify_proof_direct,tx,G16-d15-p2,2,10240,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214585,292,2,1162,4648,32620,0,25648,188937,0,,,,,,ffa426a227502e520b215cbad8054ba8c89f180fc933010c3d58b8205d5eaa0e
primary-groth16-d15,primary,groth16,15,25,verify_proof_direct,tx,G16-d15-p3,3,14336,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,353c4bf788dd3eea11cad07d0eee3159b83e1600578b4dbefa6fe480a037a61b
primary-groth16-d15,primary,groth16,15,26,verify_proof_direct,tx,G16-d15-p4,4,18432,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214609,292,0,1168,4672,32680,0,25672,188937,0,,,,,,0275540c48b6aadc24187f726a135babd7acf2161a082d7eb14a4c20bdacc4c5
primary-groth16-d15,primary,groth16,15,27,verify_proof_direct,tx,G16-d15-p5,5,22528,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214585,292,2,1162,4648,32620,0,25648,188937,0,,,,,,0e3a31470df088a45ddf346b4ebae6ef688c42c6473017d52829f93f2e126363
primary-groth16-d15,primary,groth16,15,28,verify_proof_direct,tx,G16-d15-p6,6,26624,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,068b52d1b0b961e5b1d34659e007396c3564365df391b9c79a52500e2d10202b
primary-groth16-d15,primary,groth16,15,29,verify_proof_direct,tx,G16-d15-p7,7,30720,A0,Groth16LegacyVerifierDepth15,1000000,1,1,,,,,1,214597,292,1,1165,4660,32650,0,25660,188937,0,,,,,,613402477dba87fc3cf8902e3beabb20992e3af063701ebc06397c5554ef618f
primary-groth16-d15,primary,groth16,15,30,neg_unknown_root,tx,G16-d5-p0,0,2,A0,CredentialManagerGroth16,3000000,0,0,Invalid root,Invalid root,,,1,32650,292,1,1165,4660,32650,0,25660,6990,1,,,,,,5837cb8f85853d1b4c5630e24fd145aeeb696d2dcc92dcf8c0220201ca5ef8a8
primary-groth16-d15,primary,groth16,15,31,neg_tampered_call,call,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth15,,call,call,,,false,false,1,,292,0,1168,,,,,,,,,,,,bf67d87904261a032b70ac066fdaff8562305fb0f29df05a09c45733af71f86a
primary-groth16-d15,primary,groth16,15,32,neg_tampered,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,3000000,0,0,Invalid proof,Invalid proof,,,1,2908559,292,0,1168,4672,32680,0,25672,2882887,0,,,,,,efe670202ea345c867563e45ee90e49bf8d879ab5cda61a381456e8ab2616e6c
primary-groth16-d15,primary,groth16,15,33,neg_cross_depth_setup,tx,G16-d5-p0,0,2,A0,CredentialManagerGroth16,300000,1,1,,,,,1,47334,36,1,141,564,22410,0,21564,25770,0,,,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
primary-groth16-d15,primary,groth16,15,34,neg_cross_depth_call,call,G16-d5-p0,0,2,A0,Groth16LegacyVerifierDepth15,,call,call,,,false,false,1,,292,1,1165,,,,,,,,,,,,38f356f938ae3972d0d16abf8b3d053f411f73f5e13f61d42c5093a3e09bf3e3
primary-groth16-d15,primary,groth16,15,35,neg_cross_depth,tx,G16-d5-p0,0,2,A0,CredentialManagerGroth16,3000000,0,0,Invalid proof,Invalid proof,,,1,222924,292,1,1165,4660,32650,0,25660,197264,0,,,,,,5837cb8f85853d1b4c5630e24fd145aeeb696d2dcc92dcf8c0220201ca5ef8a8
primary-groth16-d15,primary,groth16,15,36,neg_non_issuer,tx,G16-d15-p0,0,2048,A1,CredentialManagerGroth16,300000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,24183,36,0,144,576,22440,0,21576,2607,0,,,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-plonk-d5,primary,plonk,5,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth5,6000000,1,1,,,,,1,1222665,5447,163,21299,85196,233990,32342,138538,1084127,0,1083000,5447,5415,0x81bd2193cc19102868c8c8e61cf5999441a2925fabdaac763111cf7322ed082d,1,72a8ad6d40abccfee2f54b05c75339a73db6a005629eba516deb0f1baa4777f3
primary-plonk-d5,primary,plonk,5,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,6000000,1,1,,,,,1,541930,2302,81,8965,35860,110650,32144,89004,452926,0,406400,2302,2032,0x81cfa580fc010d5bf437f4e25120ed772a570f64d5503726e6beb874892ec653,1,bd7d37aac5445da7be132e8d32c481e19c8340c0c76eebdf81a7dbf12c9c4d18
primary-plonk-d5,primary,plonk,5,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47900,68,43,143,572,22430,0,21572,26328,0,,,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d5,primary,plonk,5,4,add_root,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47334,36,1,141,564,22410,0,21564,25770,0,,,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
primary-plonk-d5,primary,plonk,5,5,precheck_call,call,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,43edca5dc105fc7a2008617ce100ed5d4b4dfcfbb283d718f619c9c958c213d5
primary-plonk-d5,primary,plonk,5,6,verify_credential,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300167,804,4,3204,12816,53040,0,33816,266351,0,,,,,,43edca5dc105fc7a2008617ce100ed5d4b4dfcfbb283d718f619c9c958c213d5
primary-plonk-d5,primary,plonk,5,7,verify_credential,tx,PLK-d5-p1,1,6,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300779,804,5,3201,12804,53010,0,33804,266975,0,,,,,,86f8b64f77f59cee77380b829d5b3fb4afa133bac3c198b78e66853bf8c4b119
primary-plonk-d5,primary,plonk,5,8,verify_credential,tx,PLK-d5-p2,2,10,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300583,804,4,3204,12816,53040,0,33816,266767,0,,,,,,ffdd5ae292f5b9ded76d21e7c3fda21840aa05bd2c0e8db005e0d95e4bb96f46
primary-plonk-d5,primary,plonk,5,9,verify_credential,tx,PLK-d5-p3,3,14,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299641,804,4,3204,12816,53040,0,33816,265825,0,,,,,,7100c4ceb7d3eac1a386d382445e8c82573a93504ce95775938d7ee860489fb1
primary-plonk-d5,primary,plonk,5,10,verify_credential,tx,PLK-d5-p4,4,18,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299397,804,7,3195,12780,52950,0,33780,265617,0,,,,,,b3d581ac9073e9ecef7aa2b165d9ab56e3e007d1e27a6b30ea0d0c7fe7507ef8
primary-plonk-d5,primary,plonk,5,11,verify_credential,tx,PLK-d5-p5,5,22,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,301023,804,2,3210,12840,53100,0,33840,267183,0,,,,,,b8ab9406f5505391e667b4eb1f090783eafb3ba6083f0902b73cbc9eb4771fc5
primary-plonk-d5,primary,plonk,5,12,verify_credential,tx,PLK-d5-p6,6,26,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299971,804,3,3207,12828,53070,0,33828,266143,0,,,,,,9bbdcf2a8a9d4ac362cef928b0566c8810bbac0ba270528d8e44ca15c64c34f6
primary-plonk-d5,primary,plonk,5,13,verify_credential,tx,PLK-d5-p7,7,30,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300057,804,4,3204,12816,53040,0,33816,266241,0,,,,,,a7ba63f536e220919d55362f6d0cbb38e3fd3ecc97e630595bcf4e3cee5c1613
primary-plonk-d5,primary,plonk,5,14,verify_proof_call,call,PLK-d5-p0,0,2,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,315d3ac17962361c7786a0a69b96507826e7200eb0f41d726d0c5b3e60c1664f
primary-plonk-d5,primary,plonk,5,15,verify_proof_call,call,PLK-d5-p1,1,6,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,5,3201,,,,,,,,,,,,adf8fc4951542c7e77aee9b94bfd4decbe39c77e994f1fc8643af1de194144c4
primary-plonk-d5,primary,plonk,5,16,verify_proof_call,call,PLK-d5-p2,2,10,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,75791ed8effde38cdc62ae3343c5d8a5c8abdb768baebba56b256a481395f051
primary-plonk-d5,primary,plonk,5,17,verify_proof_call,call,PLK-d5-p3,3,14,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,d89fad3824540a62becd6c05314a55640a623d891fc0dd345737c5a96088ae96
primary-plonk-d5,primary,plonk,5,18,verify_proof_call,call,PLK-d5-p4,4,18,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,7,3195,,,,,,,,,,,,00a412fdd50ed0579794986f6fec492b9d8a73fa4fbff3de4ad2ff142c573714
primary-plonk-d5,primary,plonk,5,19,verify_proof_call,call,PLK-d5-p5,5,22,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,2,3210,,,,,,,,,,,,da686518d90d12cea4470c4496b189453d759e65073074844727bed97b936bf1
primary-plonk-d5,primary,plonk,5,20,verify_proof_call,call,PLK-d5-p6,6,26,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,6f8665c0eafdc54e9771572f703364897b0e02f2638c398a460ba104e5e07367
primary-plonk-d5,primary,plonk,5,21,verify_proof_call,call,PLK-d5-p7,7,30,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,18bce2fab0677dfe4ebf0987795ba0ab36e3e0baa7c4d9252de01d38cbcfb14d
primary-plonk-d5,primary,plonk,5,22,verify_proof_direct,tx,PLK-d5-p0,0,2,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,291168,804,4,3204,12816,53040,0,33816,257352,0,,,,,,315d3ac17962361c7786a0a69b96507826e7200eb0f41d726d0c5b3e60c1664f
primary-plonk-d5,primary,plonk,5,23,verify_proof_direct,tx,PLK-d5-p1,1,6,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,291780,804,5,3201,12804,53010,0,33804,257976,0,,,,,,adf8fc4951542c7e77aee9b94bfd4decbe39c77e994f1fc8643af1de194144c4
primary-plonk-d5,primary,plonk,5,24,verify_proof_direct,tx,PLK-d5-p2,2,10,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,291584,804,4,3204,12816,53040,0,33816,257768,0,,,,,,75791ed8effde38cdc62ae3343c5d8a5c8abdb768baebba56b256a481395f051
primary-plonk-d5,primary,plonk,5,25,verify_proof_direct,tx,PLK-d5-p3,3,14,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,290642,804,4,3204,12816,53040,0,33816,256826,0,,,,,,d89fad3824540a62becd6c05314a55640a623d891fc0dd345737c5a96088ae96
primary-plonk-d5,primary,plonk,5,26,verify_proof_direct,tx,PLK-d5-p4,4,18,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,290398,804,7,3195,12780,52950,0,33780,256618,0,,,,,,00a412fdd50ed0579794986f6fec492b9d8a73fa4fbff3de4ad2ff142c573714
primary-plonk-d5,primary,plonk,5,27,verify_proof_direct,tx,PLK-d5-p5,5,22,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,292024,804,2,3210,12840,53100,0,33840,258184,0,,,,,,da686518d90d12cea4470c4496b189453d759e65073074844727bed97b936bf1
primary-plonk-d5,primary,plonk,5,28,verify_proof_direct,tx,PLK-d5-p6,6,26,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,290972,804,3,3207,12828,53070,0,33828,257144,0,,,,,,6f8665c0eafdc54e9771572f703364897b0e02f2638c398a460ba104e5e07367
primary-plonk-d5,primary,plonk,5,29,verify_proof_direct,tx,PLK-d5-p7,7,30,A0,PlonkVerifierDepth5,1000000,1,1,,,,,1,291058,804,4,3204,12816,53040,0,33816,257242,0,,,,,,18bce2fab0677dfe4ebf0987795ba0ab36e3e0baa7c4d9252de01d38cbcfb14d
primary-plonk-d5,primary,plonk,5,30,neg_unknown_root,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,3000000,0,0,Invalid root,Invalid root,,,1,53040,804,4,3204,12816,53040,0,33816,19224,1,,,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d5,primary,plonk,5,31,neg_tampered_call,call,PLK-d5-p0,0,2,A0,PlonkVerifierDepth5,,call,call,,,false,false,1,,804,4,3204,,,,,,,,,,,,b11e07f711e5e9da2fb7a45bd7af0acbaff903d0af96396c62397206cbfa61f7
primary-plonk-d5,primary,plonk,5,32,neg_tampered,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,3000000,0,0,Invalid proof,Invalid proof,,,1,299137,804,4,3204,12816,53040,0,33816,265321,0,,,,,,ed2b76749cae6ee859546569ede982b69378a052327e7f57caed0f7975f32c0b
primary-plonk-d5,primary,plonk,5,33,neg_cross_depth_setup,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47346,36,0,144,576,22440,0,21576,25770,0,,,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205
primary-plonk-d5,primary,plonk,5,34,neg_cross_depth_call,call,PLK-d10-p0,0,64,A0,PlonkVerifierDepth5,,call,call,,,false,false,1,,804,4,3204,,,,,,,,,,,,90dd66bcd72c6143529772c40d979cb44dfc9cc4e0b417de520a01bb3ca89f57
primary-plonk-d5,primary,plonk,5,35,neg_cross_depth,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,3000000,0,0,Invalid proof,Invalid proof,,,1,299235,804,4,3204,12816,53040,0,33816,265419,0,,,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d5,primary,plonk,5,36,neg_non_issuer,tx,PLK-d5-p0,0,2,A1,CredentialManagerPlonk,300000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,24171,36,1,141,564,22410,0,21564,2607,0,,,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
