cell_id,backend,depth,op_seq,op,kind,proof_id,proof_j,leaf_index,from_account,contract_name,gas_limit,expected_status,status,expected_revert,revert_reason,expected_return,return_value,check_pass,computational_gas,pubdata_bytes,pubdata_gas,gas_per_pubdata,gas_used,gas_used_derived,calldata_bytes,raw_tx_bytes,factory_deps,bytecode_bytes,bytecode_hash,bytecode_matches_artifact,calldata_sha256
primary-plonk-d10,plonk,10,15,verify_proof_call,call,PLK-d10-p1,1,192,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,be29702cb43a234f6f6cafe96c5672fa43157bade51186b68b7af165a00e33f0
primary-plonk-d10,plonk,10,16,verify_proof_call,call,PLK-d10-p2,2,320,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,d5fb1114574b096ff2131276de98b05d57ecf3a97845bee91a42ea623fe8bfad
primary-plonk-d10,plonk,10,17,verify_proof_call,call,PLK-d10-p3,3,448,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,078a513e4ae3f61c071d9ae80416e979e4e62f03ee180acff9deb51e295f21b8
primary-plonk-d10,plonk,10,18,verify_proof_call,call,PLK-d10-p4,4,576,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,76d65539e61c545609ba5af72922b30ade666eeae682dc30975aa5247920c81d
primary-plonk-d10,plonk,10,19,verify_proof_call,call,PLK-d10-p5,5,704,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,0088ccc137dfb53be3591ae61947f08006230750ae4609f9e6d319ff72cf6360
primary-plonk-d10,plonk,10,20,verify_proof_call,call,PLK-d10-p6,6,832,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,8090b93942453a0f926ec8f8383270939c8234a595f27d3cf0c1a631fe4a0b80
primary-plonk-d10,plonk,10,21,verify_proof_call,call,PLK-d10-p7,7,960,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,702de57ff9ff14ff9e0f404d47d32ca925c2a6614557a7236149f723214dc909
primary-plonk-d10,plonk,10,22,verify_proof_direct,tx,PLK-d10-p0,0,64,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,446250,18,1512,84,447755,447755,804,949,0,,,,90dd66bcd72c6143529772c40d979cb44dfc9cc4e0b417de520a01bb3ca89f57
primary-plonk-d10,plonk,10,23,verify_proof_direct,tx,PLK-d10-p1,1,192,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,443598,18,1512,84,445103,445103,804,949,0,,,,be29702cb43a234f6f6cafe96c5672fa43157bade51186b68b7af165a00e33f0
primary-plonk-d10,plonk,10,24,verify_proof_direct,tx,PLK-d10-p2,2,320,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,443904,18,1512,84,445409,445409,804,949,0,,,,d5fb1114574b096ff2131276de98b05d57ecf3a97845bee91a42ea623fe8bfad
primary-plonk-d10,plonk,10,25,verify_proof_direct,tx,PLK-d10-p3,3,448,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,445086,18,1512,84,446591,446591,804,949,0,,,,078a513e4ae3f61c071d9ae80416e979e4e62f03ee180acff9deb51e295f21b8
primary-plonk-d10,plonk,10,26,verify_proof_direct,tx,PLK-d10-p4,4,576,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,446610,18,1512,84,448115,448115,804,949,0,,,,76d65539e61c545609ba5af72922b30ade666eeae682dc30975aa5247920c81d
primary-plonk-d10,plonk,10,27,verify_proof_direct,tx,PLK-d10-p5,5,704,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,445236,18,1512,84,446741,446741,804,949,0,,,,0088ccc137dfb53be3591ae61947f08006230750ae4609f9e6d319ff72cf6360
primary-plonk-d10,plonk,10,28,verify_proof_direct,tx,PLK-d10-p6,6,832,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,448164,18,1512,84,449669,449669,804,949,0,,,,8090b93942453a0f926ec8f8383270939c8234a595f27d3cf0c1a631fe4a0b80
primary-plonk-d10,plonk,10,29,verify_proof_direct,tx,PLK-d10-p7,7,960,A0,PlonkVerifierDepth10,10000000,1,1,,,true,true,1,446226,18,1512,84,447731,447731,804,949,0,,,,702de57ff9ff14ff9e0f404d47d32ca925c2a6614557a7236149f723214dc909
primary-plonk-d10,plonk,10,30,neg_unknown_root,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,10000000,0,0,Invalid root,Invalid root,,,1,118760,18,1512,84,120265,120265,804,949,0,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d10,plonk,10,31,neg_tampered_call,call,PLK-d10-p0,0,64,A0,PlonkVerifierDepth10,,call,call,,,false,false,1,,,,,,,804,,,,,,7298d00100b91f13f56ed67d511c63cab017f9347f6ea0983816ceee97736554
primary-plonk-d10,plonk,10,32,neg_tampered,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,453266,18,1512,84,454771,454771,804,949,0,,,,6c6dee1d12c1395c4899f84403f155966011720bfc990c6f2dd8bd041da1cf33
primary-plonk-d10,plonk,10,33,neg_cross_depth_setup,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-plonk-d10,plonk,10,34,neg_cross_depth_call,call,PLK-d11-p0,0,128,A0,PlonkVerifierDepth10,,call,call,,,false,false,1,,,,,,,804,,,,,,42d9b2d20d72d206abba5097ac76532b8062090f8cea9f4e0c2a8d9b6861d838
primary-plonk-d10,plonk,10,35,neg_cross_depth,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,452396,18,1512,84,453901,453901,804,949,0,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d10,plonk,10,36,neg_non_issuer,tx,PLK-d10-p0,0,64,A1,CredentialManagerPlonk,2000000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,118583,45,3780,84,122346,122346,36,178,0,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205
primary-plonk-d11,plonk,11,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth11,20000000,1,1,,,,,1,2924800,24667,2072028,84,4987865,4987865,132,42490,1,42208,0x0100052778196cbbed42200c01f2280655dacb2e92a94516f3d56c93d48e4b62,1,b840d88b70e2760221354d48781808507b306c245f173e22f28ce00246c4ce9c
primary-plonk-d11,plonk,11,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,20000000,1,1,,,,,1,717867,5261,441924,84,1157879,1157879,164,6938,1,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,1,5ae41b7f8aa8271295fd8de1e55bf63ed775a74acada927c682a6adf2b2a742b
primary-plonk-d11,plonk,11,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124461,51,4284,84,128726,128726,68,211,0,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d11,plonk,11,4,add_root,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-plonk-d11,plonk,11,5,precheck_call,call,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,,,,,,804,,,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d11,plonk,11,6,verify_credential,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452967,18,1512,84,454472,454472,804,949,0,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d11,plonk,11,7,verify_credential,tx,PLK-d11-p1,1,384,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452889,18,1512,84,454394,454394,804,949,0,,,,a298ee5b1ea8679aadf74fcb657d46d87472c6f0fdc20c3fb76317acbb8dc10b
primary-plonk-d11,plonk,11,8,verify_credential,tx,PLK-d11-p2,2,640,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453597,18,1512,84,455102,455102,804,949,0,,,,2ee29d5501094520458c929b644ce4a0a0f45ca0b480b92576af41b30be4edda
primary-plonk-d11,plonk,11,9,verify_credential,tx,PLK-d11-p3,3,896,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451251,18,1512,84,452756,452756,804,949,0,,,,c25bc9bbede2b2df8aea1cdfd23e995df398f72a494a1e2f6469052cbb90f86d
primary-plonk-d11,plonk,11,10,verify_credential,tx,PLK-d11-p4,4,1152,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451917,18,1512,84,453422,453422,804,949,0,,,,f4253711bd5cdd10940a540f32b8326b2eb5055392e87f0978383a126dc354c0
primary-plonk-d11,plonk,11,11,verify_credential,tx,PLK-d11-p5,5,1408,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,454203,18,1512,84,455708,455708,804,949,0,,,,38d75d228bf268c3365f0b76b425971c57ff8bc0a8673ec4afc7f992b9ef7588
primary-plonk-d11,plonk,11,12,verify_credential,tx,PLK-d11-p6,6,1664,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,450915,18,1512,84,452420,452420,804,949,0,,,,8013e7d0f3f9b048b05f0cfc703586560dbdd141d56197f16c77583f3887a360
primary-plonk-d11,plonk,11,13,verify_credential,tx,PLK-d11-p7,7,1920,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451959,18,1512,84,453464,453464,804,949,0,,,,8d42c7c17e96fffb22e1b6031c6c3b715f19ec05a67f995ee09e430a9c4fe047
primary-plonk-d11,plonk,11,14,verify_proof_call,call,PLK-d11-p0,0,128,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,42d9b2d20d72d206abba5097ac76532b8062090f8cea9f4e0c2a8d9b6861d838
primary-plonk-d11,plonk,11,15,verify_proof_call,call,PLK-d11-p1,1,384,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,9ccd9e77846daea08f1035a0ef08df84286cb7e5d8daa28d5197c5f4a5ce9668
primary-plonk-d11,plonk,11,16,verify_proof_call,call,PLK-d11-p2,2,640,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,30ad1663cc0bd8295fc1ed381ea363968872a5f6431e9acc48eabd56b343bc1a
primary-plonk-d11,plonk,11,17,verify_proof_call,call,PLK-d11-p3,3,896,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,c8ba1266c4dbceb5dcfd7be60c3b1f0cea3873f4a4c56e8fda87a23eff5ebff1
primary-plonk-d11,plonk,11,18,verify_proof_call,call,PLK-d11-p4,4,1152,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,a76915548dcf5d23d868669660ef71e3877221f3d7e55c8c3ccbfbb662416929
primary-plonk-d11,plonk,11,19,verify_proof_call,call,PLK-d11-p5,5,1408,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,ec5335a123dd6d326a8722727ea79ede70e0f6757e964ccb6a941cf4bb4d0311
primary-plonk-d11,plonk,11,20,verify_proof_call,call,PLK-d11-p6,6,1664,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,ffa02f5588c6d722592d3723231e4f2a6a7e9122492e90ba0493b935fb7be2ae
primary-plonk-d11,plonk,11,21,verify_proof_call,call,PLK-d11-p7,7,1920,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,,,,,,804,,,,,,01c3d0e0a3b82f2e099442cb58044628b271cf30c0789dcd58194a08aa1fd0fd
primary-plonk-d11,plonk,11,22,verify_proof_direct,tx,PLK-d11-p0,0,128,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,445518,18,1512,84,447023,447023,804,949,0,,,,42d9b2d20d72d206abba5097ac76532b8062090f8cea9f4e0c2a8d9b6861d838
primary-plonk-d11,plonk,11,23,verify_proof_direct,tx,PLK-d11-p1,1,384,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,445440,18,1512,84,446945,446945,804,949,0,,,,9ccd9e77846daea08f1035a0ef08df84286cb7e5d8daa28d5197c5f4a5ce9668
primary-plonk-d11,plonk,11,24,verify_proof_direct,tx,PLK-d11-p2,2,640,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,446148,18,1512,84,447653,447653,804,949,0,,,,30ad1663cc0bd8295fc1ed381ea363968872a5f6431e9acc48eabd56b343bc1a
primary-plonk-d11,plonk,11,25,verify_proof_direct,tx,PLK-d11-p3,3,896,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,443802,18,1512,84,445307,445307,804,949,0,,,,c8ba1266c4dbceb5dcfd7be60c3b1f0cea3873f4a4c56e8fda87a23eff5ebff1
primary-plonk-d11,plonk,11,26,verify_proof_direct,tx,PLK-d11-p4,4,1152,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,444468,18,1512,84,445973,445973,804,949,0,,,,a76915548dcf5d23d868669660ef71e3877221f3d7e55c8c3ccbfbb662416929
primary-plonk-d11,plonk,11,27,verify_proof_direct,tx,PLK-d11-p5,5,1408,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,446754,18,1512,84,448259,448259,804,949,0,,,,ec5335a123dd6d326a8722727ea79ede70e0f6757e964ccb6a941cf4bb4d0311
primary-plonk-d11,plonk,11,28,verify_proof_direct,tx,PLK-d11-p6,6,1664,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,443466,18,1512,84,444971,444971,804,949,0,,,,ffa02f5588c6d722592d3723231e4f2a6a7e9122492e90ba0493b935fb7be2ae
primary-plonk-d11,plonk,11,29,verify_proof_direct,tx,PLK-d11-p7,7,1920,A0,PlonkVerifierDepth11,10000000,1,1,,,true,true,1,444510,18,1512,84,446015,446015,804,949,0,,,,01c3d0e0a3b82f2e099442cb58044628b271cf30c0789dcd58194a08aa1fd0fd
primary-plonk-d11,plonk,11,30,neg_unknown_root,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,10000000,0,0,Invalid root,Invalid root,,,1,118760,18,1512,84,120265,120265,804,949,0,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d11,plonk,11,31,neg_tampered_call,call,PLK-d11-p0,0,128,A0,PlonkVerifierDepth11,,call,call,,,false,false,1,,,,,,,804,,,,,,fbad9cd0928acf67791ce161cac8e570bd576dd5b3da1d9bbec54d592181121a
primary-plonk-d11,plonk,11,32,neg_tampered,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,452972,18,1512,84,454477,454477,804,949,0,,,,79ce7d8b09af7b21b66c65c3893d8558bcbbbae70ae5191211102a595b145ab5
primary-plonk-d11,plonk,11,33,neg_cross_depth_setup,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-plonk-d11,plonk,11,34,neg_cross_depth_call,call,PLK-d15-p0,0,2048,A0,PlonkVerifierDepth11,,call,call,,,false,false,1,,,,,,,804,,,,,,c4b8e8f2a232c6173469d9623585996bc0fd8bd56327a2a75ac2c9f88179d5e5
primary-plonk-d11,plonk,11,35,neg_cross_depth,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,451490,18,1512,84,452995,452995,804,949,0,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d11,plonk,11,36,neg_non_issuer,tx,PLK-d11-p0,0,128,A1,CredentialManagerPlonk,2000000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,118583,45,3780,84,122346,122346,36,178,0,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-plonk-d15,plonk,15,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth15,20000000,1,1,,,,,1,2924800,24667,2072028,84,4987865,4987865,132,42490,1,42208,0x0100052765cab970b17b0cdc721bf5c98f284c5cfa3453344da2e2c80a2a9459,1,5cf6b93c71e6806a94ef342568081d9163d99125c30c188a6270aca466d1da04
primary-plonk-d15,plonk,15,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,20000000,1,1,,,,,1,717867,5261,441924,84,1157879,1157879,164,6938,1,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,1,5ae41b7f8aa8271295fd8de1e55bf63ed775a74acada927c682a6adf2b2a742b
primary-plonk-d15,plonk,15,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124461,51,4284,84,128726,128726,68,211,0,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d15,plonk,15,4,add_root,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-plonk-d15,plonk,15,5,precheck_call,call,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,,,,,,804,,,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d15,plonk,15,6,verify_credential,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452793,18,1512,84,454298,454298,804,949,0,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d15,plonk,15,7,verify_credential,tx,PLK-d15-p1,1,6144,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451881,18,1512,84,453386,453386,804,949,0,,,,921eb65ed69700aeb78942204842c6c9d607a30bf58f9e599db65e2d6b40740c
primary-plonk-d15,plonk,15,8,verify_credential,tx,PLK-d15-p2,2,10240,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452481,18,1512,84,453986,453986,804,949,0,,,,05e668185cd5c4df5f68a070936fe32cf9131f263fc331d9f80573261e6867f5
primary-plonk-d15,plonk,15,9,verify_credential,tx,PLK-d15-p3,3,14336,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453837,18,1512,84,455342,455342,804,949,0,,,,85394d2b54416a9d59da90888e434547590fde57649806673207a3d6d24d9337
primary-plonk-d15,plonk,15,10,verify_credential,tx,PLK-d15-p4,4,18432,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453555,18,1512,84,455060,455060,804,949,0,,,,dc32b9d7d9a6b3186d14da864d29e3eabc700cb38a2ac0d95947ebb028b22f04
primary-plonk-d15,plonk,15,11,verify_credential,tx,PLK-d15-p5,5,22528,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452865,18,1512,84,454370,454370,804,949,0,,,,f8f7a457b648faf9c34bd923990e5c0d6b89b76971e41378f9982e3f4602ea67
primary-plonk-d15,plonk,15,12,verify_credential,tx,PLK-d15-p6,6,26624,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453135,18,1512,84,454640,454640,804,949,0,,,,c0e5d3e573002d9966204049c494012b9918f5ae54734327f972fcb7745505ff
primary-plonk-d15,plonk,15,13,verify_credential,tx,PLK-d15-p7,7,30720,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,454065,18,1512,84,455570,455570,804,949,0,,,,e61e673219ade001c92a75c0e1507cc595c463087d9d292d1bbe88e55098f287
primary-plonk-d15,plonk,15,14,verify_proof_call,call,PLK-d15-p0,0,2048,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,c4b8e8f2a232c6173469d9623585996bc0fd8bd56327a2a75ac2c9f88179d5e5
primary-plonk-d15,plonk,15,15,verify_proof_call,call,PLK-d15-p1,1,6144,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,5bb724d46328e6d974a0fd22f3582fb611f88e5bfd7c201771bd6a8a231def5e
primary-plonk-d15,plonk,15,16,verify_proof_call,call,PLK-d15-p2,2,10240,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,48081f6dde67f024bc5f447cc8e86d4ea1ca339ca6bff5c9212809db2e5934a0
primary-plonk-d15,plonk,15,17,verify_proof_call,call,PLK-d15-p3,3,14336,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,81635e1c61e985a8dd2799a9ab6587d59d2148b3792298760b4429e5cbba272a
primary-plonk-d15,plonk,15,18,verify_proof_call,call,PLK-d15-p4,4,18432,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,e3bea8912047f3b90f8ddc5735ebf4506a7ee99793194ca0ba004e5f9da453bd
primary-plonk-d15,plonk,15,19,verify_proof_call,call,PLK-d15-p5,5,22528,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,56a87f3134bf974cea820e4d10b2a97d9525e2270aa448a31cd773befd847fc9
primary-plonk-d15,plonk,15,20,verify_proof_call,call,PLK-d15-p6,6,26624,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,1ef3d5200151bed3af70aa8b056242abd5aea670466a0f7996c83b417a459079
primary-plonk-d15,plonk,15,21,verify_proof_call,call,PLK-d15-p7,7,30720,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,,,,,,804,,,,,,7f3024b86b76d419a8050a8bef69f971f0faaea495f1d48b77f46bc9008e0ba3
primary-plonk-d15,plonk,15,22,verify_proof_direct,tx,PLK-d15-p0,0,2048,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,445344,18,1512,84,446849,446849,804,949,0,,,,c4b8e8f2a232c6173469d9623585996bc0fd8bd56327a2a75ac2c9f88179d5e5
primary-plonk-d15,plonk,15,23,verify_proof_direct,tx,PLK-d15-p1,1,6144,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,444432,18,1512,84,445937,445937,804,949,0,,,,5bb724d46328e6d974a0fd22f3582fb611f88e5bfd7c201771bd6a8a231def5e
primary-plonk-d15,plonk,15,24,verify_proof_direct,tx,PLK-d15-p2,2,10240,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,445032,18,1512,84,446537,446537,804,949,0,,,,48081f6dde67f024bc5f447cc8e86d4ea1ca339ca6bff5c9212809db2e5934a0
primary-plonk-d15,plonk,15,25,verify_proof_direct,tx,PLK-d15-p3,3,14336,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,446388,18,1512,84,447893,447893,804,949,0,,,,81635e1c61e985a8dd2799a9ab6587d59d2148b3792298760b4429e5cbba272a
primary-plonk-d15,plonk,15,26,verify_proof_direct,tx,PLK-d15-p4,4,18432,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,446106,18,1512,84,447611,447611,804,949,0,,,,e3bea8912047f3b90f8ddc5735ebf4506a7ee99793194ca0ba004e5f9da453bd
primary-plonk-d15,plonk,15,27,verify_proof_direct,tx,PLK-d15-p5,5,22528,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,445416,18,1512,84,446921,446921,804,949,0,,,,56a87f3134bf974cea820e4d10b2a97d9525e2270aa448a31cd773befd847fc9
primary-plonk-d15,plonk,15,28,verify_proof_direct,tx,PLK-d15-p6,6,26624,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,445686,18,1512,84,447191,447191,804,949,0,,,,1ef3d5200151bed3af70aa8b056242abd5aea670466a0f7996c83b417a459079
primary-plonk-d15,plonk,15,29,verify_proof_direct,tx,PLK-d15-p7,7,30720,A0,PlonkVerifierDepth15,10000000,1,1,,,true,true,1,446616,18,1512,84,448121,448121,804,949,0,,,,7f3024b86b76d419a8050a8bef69f971f0faaea495f1d48b77f46bc9008e0ba3
primary-plonk-d15,plonk,15,30,neg_unknown_root,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,10000000,0,0,Invalid root,Invalid root,,,1,118760,18,1512,84,120265,120265,804,949,0,,,,43edca5dc105fc7a2008617ce100ed5d4b4dfcfbb283d718f619c9c958c213d5
primary-plonk-d15,plonk,15,31,neg_tampered_call,call,PLK-d15-p0,0,2048,A0,PlonkVerifierDepth15,,call,call,,,false,false,1,,,,,,,804,,,,,,ffa4dedc4873eeb4451c105175a22d81f2f883276433c3774b768fd7a7fbe2cd
primary-plonk-d15,plonk,15,32,neg_tampered,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,452468,18,1512,84,453973,453973,804,949,0,,,,1cf0ac1fa5805d47a889d376d9574a13791ad20890e234265c09b7ec0b6f473e
primary-plonk-d15,plonk,15,33,neg_cross_depth_setup,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
primary-plonk-d15,plonk,15,34,neg_cross_depth_call,call,PLK-d5-p0,0,2,A0,PlonkVerifierDepth15,,call,call,,,false,false,1,,,,,,,804,,,,,,315d3ac17962361c7786a0a69b96507826e7200eb0f41d726d0c5b3e60c1664f
primary-plonk-d15,plonk,15,35,neg_cross_depth,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,452558,18,1512,84,454063,454063,804,949,0,,,,43edca5dc105fc7a2008617ce100ed5d4b4dfcfbb283d718f619c9c958c213d5
primary-plonk-d15,plonk,15,36,neg_non_issuer,tx,PLK-d15-p0,0,2048,A1,CredentialManagerPlonk,2000000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,118583,45,3780,84,122346,122346,36,178,0,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
