cell_id,backend,depth,k,verifier,manager,deploy_verifier_computational_gas,deploy_verifier_pubdata_bytes,deploy_verifier_gas_used,deploy_manager_computational_gas,deploy_manager_pubdata_bytes,deploy_manager_gas_used,set_issuer_computational_gas,set_issuer_pubdata_bytes,set_issuer_gas_used,add_root_computational_gas,add_root_pubdata_bytes,add_root_gas_used,verifier_bytecode_bytes,verifier_bytecode_hash,manager_bytecode_bytes,manager_bytecode_hash,verify_credential_computational_gas_min,verify_credential_computational_gas_max,verify_credential_pubdata_bytes_min,verify_credential_pubdata_bytes_max,verify_credential_gas_used_min,verify_credential_gas_used_max,verify_credential_computational_gas_range,verify_proof_direct_computational_gas_min,verify_proof_direct_computational_gas_max,verify_proof_direct_pubdata_bytes_min,verify_proof_direct_pubdata_bytes_max,verify_proof_direct_gas_used_min,verify_proof_direct_gas_used_max,verify_proof_direct_computational_gas_range,manager_overhead_computational_gas_min,manager_overhead_computational_gas_max,manager_overhead_pubdata_bytes_min,manager_overhead_pubdata_bytes_max,manager_overhead_gas_used_min,manager_overhead_gas_used_max,verify_credential_calldata_bytes,verify_proof_direct_calldata_bytes,negatives_as_expected
primary-groth16-d5,groth16,5,8,Groth16LegacyVerifierDepth5,CredentialManagerGroth16,487466,3371,769405,730737,5389,1181454,124477,51,128742,124797,51,129062,3040,0x0100005fe1f7eb30ff73bf3a9f18dde1706f4fc092896fe69c2f23e554859b64,6752,0x010000d37155e3640948296be420258a2e1a98adb16b55738b817247e9fd54eb,451324,451324,18,18,452829,452829,0,444311,444311,18,18,445816,445816,0,7013,7013,0,0,7013,7013,292,292,1
primary-groth16-d10,groth16,10,8,Groth16LegacyVerifierDepth10,CredentialManagerGroth16,487466,3371,769405,730737,5389,1181454,124477,51,128742,124797,51,129062,3040,0x0100005f6d9e45181edea5c8b96077efc04e7b3bac094201038cf8e0b4224cdb,6752,0x010000d37155e3640948296be420258a2e1a98adb16b55738b817247e9fd54eb,451324,451324,18,18,452829,452829,0,444311,444311,18,18,445816,445816,0,7013,7013,0,0,7013,7013,292,292,1
primary-groth16-d11,groth16,11,8,Groth16LegacyVerifierDepth11,CredentialManagerGroth16,487466,3371,769405,730737,5389,1181454,124477,51,128742,124797,51,129062,3040,0x0100005f89c4cefae9b82d938e5f49479fd773521ddfd615284396aa1bbb65c1,6752,0x010000d37155e3640948296be420258a2e1a98adb16b55738b817247e9fd54eb,451324,451324,18,18,452829,452829,0,444311,444311,18,18,445816,445816,0,7013,7013,0,0,7013,7013,292,292,1
primary-groth16-d15,groth16,15,8,Groth16LegacyVerifierDepth15,CredentialManagerGroth16,487466,3371,769405,730737,5389,1181454,124477,51,128742,124797,51,129062,3040,0x0100005f8b33ef34b7a471fdd08e49fad8475b02e36738a1bb52cd8cbae4ec59,6752,0x010000d37155e3640948296be420258a2e1a98adb16b55738b817247e9fd54eb,451324,451324,18,18,452829,452829,0,444311,444311,18,18,445816,445816,0,7013,7013,0,0,7013,7013,292,292,1
primary-plonk-d5,plonk,5,8,PlonkVerifierDepth5,CredentialManagerPlonk,2906398,24523,4957419,717867,5261,1157879,124461,51,128726,124781,51,129046,41824,0x0100051b574ff5fa13334fda8cd311790adb11aca28279960e75147e6d0e8872,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,451581,453537,18,18,453086,455042,1956,444132,446088,18,18,445637,447593,1956,7449,7449,0,0,7449,7449,804,804,1
primary-plonk-d10,plonk,10,8,PlonkVerifierDepth10,CredentialManagerPlonk,2906398,24523,4957419,717867,5261,1157879,124461,51,128726,124781,51,129046,41824,0x0100051bb9cfc72f77646c32d6a9a333146a15075f8f1fa25c6002ff333ee19a,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,451047,455613,18,18,452552,457118,4566,443598,448164,18,18,445103,449669,4566,7449,7449,0,0,7449,7449,804,804,1
primary-plonk-d11,plonk,11,8,PlonkVerifierDepth11,CredentialManagerPlonk,2924800,24667,4987865,717867,5261,1157879,124461,51,128726,124781,51,129046,42208,0x0100052778196cbbed42200c01f2280655dacb2e92a94516f3d56c93d48e4b62,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,450915,454203,18,18,452420,455708,3288,443466,446754,18,18,444971,448259,3288,7449,7449,0,0,7449,7449,804,804,1
primary-plonk-d15,plonk,15,8,PlonkVerifierDepth15,CredentialManagerPlonk,2924800,24667,4987865,717867,5261,1157879,124461,51,128726,124781,51,129046,42208,0x0100052765cab970b17b0cdc721bf5c98f284c5cfa3453344da2e2c80a2a9459,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,451881,454065,18,18,453386,455570,2184,444432,446616,18,18,445937,448121,2184,7449,7449,0,0,7449,7449,804,804,1
