backend,stage,role,depth,ratio,rounds,n,median,min,max,values,definition
groth16,verify_first_ms,stage,all,S4_cpu2_over_cpu4,1-5,11,1.60993,1.35558,2.06232,d5=1.65413;d6=1.74035;d7=1.70214;d8=1.57293;d9=1.62404;d10=1.56952;d11=1.3931;d12=1.50536;d13=1.35558;d14=1.60993;d15=2.06232,median and min-max over depths of the per-depth median (Figure 5)
groth16,verify_first_ms,stage,5,S8_cpu2_over_cpu8,1-5,5,2.02418,1.46554,2.84163,r1=2.02418;r2=2.84163;r3=1.61843;r4=2.61257;r5=1.46554,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,6,S8_cpu2_over_cpu8,1-5,5,1.81068,1.45839,2.6063,r1=2.6063;r2=1.45839;r3=1.81068;r4=1.73422;r5=1.92831,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,7,S8_cpu2_over_cpu8,1-5,5,1.67839,1.61257,2.61255,r1=2.61255;r2=1.61257;r3=1.61938;r4=1.67839;r5=1.98771,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,8,S8_cpu2_over_cpu8,1-5,5,1.99544,1.00333,2.46212,r1=1.00333;r2=2.46212;r3=1.99544;r4=2.11339;r5=1.8266,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,9,S8_cpu2_over_cpu8,1-5,5,2.09768,1.73466,2.86275,r1=1.7709;r2=2.18397;r3=2.86275;r4=2.09768;r5=1.73466,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,10,S8_cpu2_over_cpu8,1-5,5,1.9245,1.61329,2.11388,r1=1.9245;r2=1.61329;r3=1.77292;r4=2.06346;r5=2.11388,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,11,S8_cpu2_over_cpu8,1-5,5,1.85412,1.7999,2.07324,r1=1.7999;r2=1.85412;r3=2.03671;r4=1.84155;r5=2.07324,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,12,S8_cpu2_over_cpu8,1-5,5,1.74631,1.67257,2.0836,r1=1.67257;r2=1.93109;r3=1.74631;r4=1.68977;r5=2.0836,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,13,S8_cpu2_over_cpu8,1-5,5,1.80564,1.62608,2.19307,r1=1.80564;r2=1.66645;r3=1.62608;r4=2.19307;r5=2.17349,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,14,S8_cpu2_over_cpu8,1-5,5,1.96094,1.62516,2.25185,r1=1.72457;r2=1.62516;r3=2.03097;r4=1.96094;r5=2.25185,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,15,S8_cpu2_over_cpu8,1-5,5,2.04092,1.43357,3.15138,r1=2.24003;r2=2.04092;r3=3.15138;r4=1.43357;r5=1.4436,T_r(cpu2)/T_r(cpu8)
groth16,verify_first_ms,stage,all,S8_cpu2_over_cpu8,1-5,11,1.9245,1.67839,2.09768,d5=2.02418;d6=1.81068;d7=1.67839;d8=1.99544;d9=2.09768;d10=1.9245;d11=1.85412;d12=1.74631;d13=1.80564;d14=1.96094;d15=2.04092,median and min-max over depths of the per-depth median (Figure 5)
groth16,verify_first_ms,stage,5,doubling_cpu4_over_cpu8,1-5,5,1.22371,1.05902,1.26632,r1=1.22371;r2=1.26632;r3=1.2514;r4=1.18605;r5=1.05902,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,6,doubling_cpu4_over_cpu8,1-5,5,1.12667,0.996475,1.23065,r1=1.23065;r2=1.12667;r3=1.02566;r4=0.996475;r5=1.13743,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,7,doubling_cpu4_over_cpu8,1-5,5,1.1739,0.983223,1.24689,r1=1.1739;r2=1.20188;r3=1.24689;r4=0.983223;r5=1.16777,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,8,doubling_cpu4_over_cpu8,1-5,5,1.21633,0.649687,1.31141,r1=0.649687;r2=1.31141;r3=1.26861;r4=1.11083;r5=1.21633,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,9,doubling_cpu4_over_cpu8,1-5,5,1.31373,1.05902,1.34477,r1=1.05902;r2=1.34477;r3=1.31373;r4=1.30539;r5=1.33339,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,10,doubling_cpu4_over_cpu8,1-5,5,1.22617,1.17363,1.25577,r1=1.22617;r2=1.17363;r3=1.22268;r4=1.25577;r5=1.25424,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,11,doubling_cpu4_over_cpu8,1-5,5,1.395,1.08117,1.79631,r1=1.29201;r2=1.395;r3=1.42857;r4=1.08117;r5=1.79631,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,12,doubling_cpu4_over_cpu8,1-5,5,1.22028,1.1225,1.32092,r1=1.21175;r2=1.23849;r3=1.22028;r4=1.1225;r5=1.32092,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,13,doubling_cpu4_over_cpu8,1-5,5,1.33201,1.26726,1.35627,r1=1.33201;r2=1.26726;r3=1.28601;r4=1.34598;r5=1.35627,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,14,doubling_cpu4_over_cpu8,1-5,5,1.12131,1.00946,1.26159,r1=1.12131;r2=1.00946;r3=1.14298;r4=1.26159;r5=1.11905,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,15,doubling_cpu4_over_cpu8,1-5,5,1.08617,0.638911,1.17136,r1=1.08617;r2=1.15378;r3=1.17136;r4=0.638911;r5=0.981868,T_r(cpu4)/T_r(cpu8)
groth16,verify_first_ms,stage,all,doubling_cpu4_over_cpu8,1-5,11,1.22028,1.08617,1.395,d5=1.22371;d6=1.12667;d7=1.1739;d8=1.21633;d9=1.31373;d10=1.22617;d11=1.395;d12=1.22028;d13=1.33201;d14=1.12131;d15=1.08617,median and min-max over depths of the per-depth median (Figure 5)
groth16,wall_ms,total,5,S4_cpu2_over_cpu4,1-5,5,1.73468,1.60791,1.99672,r1=1.99672;r2=1.69028;r3=1.77108;r4=1.73468;r5=1.60791,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,6,S4_cpu2_over_cpu4,1-5,5,1.81647,1.5751,1.82933,r1=1.5751;r2=1.79528;r3=1.82933;r4=1.81647;r5=1.8191,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,7,S4_cpu2_over_cpu4,1-5,5,1.69795,1.6092,1.80057,r1=1.6092;r2=1.69795;r3=1.61448;r4=1.72124;r5=1.80057,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,8,S4_cpu2_over_cpu4,1-5,5,1.69342,1.59331,1.82438,r1=1.72464;r2=1.82438;r3=1.69342;r4=1.59331;r5=1.62575,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,9,S4_cpu2_over_cpu4,1-5,5,1.67027,1.60833,1.81661,r1=1.80426;r2=1.60833;r3=1.67027;r4=1.81661;r5=1.65625,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,10,S4_cpu2_over_cpu4,1-5,5,1.74573,1.64222,1.7777,r1=1.74573;r2=1.7777;r3=1.64222;r4=1.66415;r5=1.77051,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,11,S4_cpu2_over_cpu4,1-5,5,1.60976,1.55913,1.64224,r1=1.60976;r2=1.64224;r3=1.63148;r4=1.55913;r5=1.59125,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,12,S4_cpu2_over_cpu4,1-5,5,1.65896,1.6085,1.72984,r1=1.68381;r2=1.63732;r3=1.6085;r4=1.72984;r5=1.65896,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,13,S4_cpu2_over_cpu4,1-5,5,1.69299,1.57682,1.85888,r1=1.85888;r2=1.65558;r3=1.57682;r4=1.69299;r5=1.7191,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,14,S4_cpu2_over_cpu4,1-5,5,1.5995,1.57863,1.69542,r1=1.69542;r2=1.69427;r3=1.5878;r4=1.57863;r5=1.5995,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,15,S4_cpu2_over_cpu4,1-5,5,1.62396,1.57731,1.64429,r1=1.64429;r2=1.57731;r3=1.6384;r4=1.62396;r5=1.59817,T_r(cpu2)/T_r(cpu4)
groth16,wall_ms,total,all,S4_cpu2_over_cpu4,1-5,11,1.69299,1.5995,1.81647,d5=1.73468;d6=1.81647;d7=1.69795;d8=1.69342;d9=1.67027;d10=1.74573;d11=1.60976;d12=1.65896;d13=1.69299;d14=1.5995;d15=1.62396,median and min-max over depths of the per-depth median (Figure 5)
groth16,wall_ms,total,5,S8_cpu2_over_cpu8,1-5,5,2.23814,2.06501,2.54599,r1=2.54599;r2=2.16021;r3=2.43302;r4=2.23814;r5=2.06501,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,6,S8_cpu2_over_cpu8,1-5,5,2.49978,2.13845,2.53551,r1=2.13845;r2=2.38678;r3=2.53397;r4=2.53551;r5=2.49978,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,7,S8_cpu2_over_cpu8,1-5,5,2.26339,2.207,2.59476,r1=2.21246;r2=2.38132;r3=2.207;r4=2.26339;r5=2.59476,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,8,S8_cpu2_over_cpu8,1-5,5,2.28187,2.20861,2.34917,r1=2.28187;r2=2.34917;r3=2.34031;r4=2.20861;r5=2.25557,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,9,S8_cpu2_over_cpu8,1-5,5,2.27666,2.24165,2.50468,r1=2.50468;r2=2.24165;r3=2.27666;r4=2.43279;r5=2.26283,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,10,S8_cpu2_over_cpu8,1-5,5,2.36258,2.26276,2.43847,r1=2.36258;r2=2.40891;r3=2.26276;r4=2.26419;r5=2.43847,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,11,S8_cpu2_over_cpu8,1-5,5,2.26391,2.13777,2.30327,r1=2.21105;r2=2.271;r3=2.26391;r4=2.13777;r5=2.30327,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,12,S8_cpu2_over_cpu8,1-5,5,2.28698,2.22793,2.31505,r1=2.28698;r2=2.31293;r3=2.22793;r4=2.24188;r5=2.31505,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,13,S8_cpu2_over_cpu8,1-5,5,2.21275,2.11818,2.34022,r1=2.34022;r2=2.11818;r3=2.15102;r4=2.23771;r5=2.21275,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,14,S8_cpu2_over_cpu8,1-5,5,2.0463,2.0087,2.21215,r1=2.21215;r2=2.12579;r3=2.0087;r4=2.04383;r5=2.0463,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,15,S8_cpu2_over_cpu8,1-5,5,2.00966,1.90943,2.05089,r1=2.04167;r2=1.95619;r3=2.00966;r4=1.90943;r5=2.05089,T_r(cpu2)/T_r(cpu8)
groth16,wall_ms,total,all,S8_cpu2_over_cpu8,1-5,11,2.26391,2.00966,2.49978,d5=2.23814;d6=2.49978;d7=2.26339;d8=2.28187;d9=2.27666;d10=2.36258;d11=2.26391;d12=2.28698;d13=2.21275;d14=2.0463;d15=2.00966,median and min-max over depths of the per-depth median (Figure 5)
groth16,wall_ms,total,5,doubling_cpu4_over_cpu8,1-5,5,1.28428,1.27509,1.37374,r1=1.27509;r2=1.27802;r3=1.37374;r4=1.29023;r5=1.28428,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,6,doubling_cpu4_over_cpu8,1-5,5,1.37418,1.32948,1.39584,r1=1.35766;r2=1.32948;r3=1.38519;r4=1.39584;r5=1.37418,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,7,doubling_cpu4_over_cpu8,1-5,5,1.37488,1.31498,1.44108,r1=1.37488;r2=1.40247;r3=1.367;r4=1.31498;r5=1.44108,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,8,doubling_cpu4_over_cpu8,1-5,5,1.382,1.28766,1.3874,r1=1.3231;r2=1.28766;r3=1.382;r4=1.38618;r5=1.3874,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,9,doubling_cpu4_over_cpu8,1-5,5,1.36624,1.33919,1.39378,r1=1.3882;r2=1.39378;r3=1.36305;r4=1.33919;r5=1.36624,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,10,doubling_cpu4_over_cpu8,1-5,5,1.36057,1.35335,1.37787,r1=1.35335;r2=1.35507;r3=1.37787;r4=1.36057;r5=1.37727,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,11,doubling_cpu4_over_cpu8,1-5,5,1.38287,1.37113,1.44746,r1=1.37352;r2=1.38287;r3=1.38764;r4=1.37113;r5=1.44746,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,12,doubling_cpu4_over_cpu8,1-5,5,1.3851,1.296,1.41263,r1=1.35821;r2=1.41263;r3=1.3851;r4=1.296;r5=1.39548,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,13,doubling_cpu4_over_cpu8,1-5,5,1.28715,1.25894,1.36415,r1=1.25894;r2=1.27942;r3=1.36415;r4=1.32175;r5=1.28715,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,14,doubling_cpu4_over_cpu8,1-5,5,1.27934,1.25469,1.30478,r1=1.30478;r2=1.25469;r3=1.26508;r4=1.29468;r5=1.27934,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,15,doubling_cpu4_over_cpu8,1-5,5,1.2402,1.17578,1.28328,r1=1.24167;r2=1.2402;r3=1.2266;r4=1.17578;r5=1.28328,T_r(cpu4)/T_r(cpu8)
groth16,wall_ms,total,all,doubling_cpu4_over_cpu8,1-5,11,1.36624,1.2402,1.3851,d5=1.28428;d6=1.37418;d7=1.37488;d8=1.382;d9=1.36624;d10=1.36057;d11=1.38287;d12=1.3851;d13=1.28715;d14=1.27934;d15=1.2402,median and min-max over depths of the per-depth median (Figure 5)
groth16,stage_sum_ms,diagnostic,5,S4_cpu2_over_cpu4,1-5,5,1.7347,1.60798,1.99682,r1=1.99682;r2=1.69042;r3=1.77109;r4=1.7347;r5=1.60798,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,6,S4_cpu2_over_cpu4,1-5,5,1.81655,1.57512,1.82936,r1=1.57512;r2=1.79536;r3=1.82936;r4=1.81655;r5=1.8192,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,7,S4_cpu2_over_cpu4,1-5,5,1.69805,1.60924,1.80061,r1=1.60924;r2=1.69805;r3=1.61448;r4=1.72128;r5=1.80061,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,8,S4_cpu2_over_cpu4,1-5,5,1.69346,1.59336,1.82443,r1=1.72466;r2=1.82443;r3=1.69346;r4=1.59336;r5=1.62581,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,9,S4_cpu2_over_cpu4,1-5,5,1.6703,1.60836,1.81666,r1=1.80435;r2=1.60836;r3=1.6703;r4=1.81666;r5=1.6563,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,10,S4_cpu2_over_cpu4,1-5,5,1.74578,1.64228,1.77771,r1=1.74578;r2=1.77771;r3=1.64228;r4=1.66419;r5=1.77057,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,11,S4_cpu2_over_cpu4,1-5,5,1.6098,1.55917,1.64228,r1=1.6098;r2=1.64228;r3=1.63152;r4=1.55917;r5=1.59131,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,12,S4_cpu2_over_cpu4,1-5,5,1.659,1.60851,1.72991,r1=1.68385;r2=1.63737;r3=1.60851;r4=1.72991;r5=1.659,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,13,S4_cpu2_over_cpu4,1-5,5,1.69302,1.57689,1.85895,r1=1.85895;r2=1.65564;r3=1.57689;r4=1.69302;r5=1.71917,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,14,S4_cpu2_over_cpu4,1-5,5,1.59956,1.57869,1.69547,r1=1.69547;r2=1.69433;r3=1.58783;r4=1.57869;r5=1.59956,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,15,S4_cpu2_over_cpu4,1-5,5,1.62398,1.57733,1.64433,r1=1.64433;r2=1.57733;r3=1.63844;r4=1.62398;r5=1.59821,T_r(cpu2)/T_r(cpu4)
groth16,stage_sum_ms,diagnostic,all,S4_cpu2_over_cpu4,1-5,11,1.69302,1.59956,1.81655,d5=1.7347;d6=1.81655;d7=1.69805;d8=1.69346;d9=1.6703;d10=1.74578;d11=1.6098;d12=1.659;d13=1.69302;d14=1.59956;d15=1.62398,median and min-max over depths of the per-depth median (Figure 5)
groth16,stage_sum_ms,diagnostic,5,S8_cpu2_over_cpu8,1-5,5,2.23832,2.06517,2.54623,r1=2.54623;r2=2.16042;r3=2.43315;r4=2.23832;r5=2.06517,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,6,S8_cpu2_over_cpu8,1-5,5,2.49991,2.13855,2.53565,r1=2.13855;r2=2.387;r3=2.53403;r4=2.53565;r5=2.49991,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,7,S8_cpu2_over_cpu8,1-5,5,2.26357,2.20705,2.59486,r1=2.21276;r2=2.38146;r3=2.20705;r4=2.26357;r5=2.59486,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,8,S8_cpu2_over_cpu8,1-5,5,2.28197,2.20873,2.34927,r1=2.28197;r2=2.34927;r3=2.34043;r4=2.20873;r5=2.25571,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,9,S8_cpu2_over_cpu8,1-5,5,2.27677,2.2418,2.50482,r1=2.50482;r2=2.2418;r3=2.27677;r4=2.43292;r5=2.26296,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,10,S8_cpu2_over_cpu8,1-5,5,2.36272,2.26289,2.43858,r1=2.36272;r2=2.40902;r3=2.26289;r4=2.26431;r5=2.43858,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,11,S8_cpu2_over_cpu8,1-5,5,2.26403,2.1379,2.3034,r1=2.21123;r2=2.27113;r3=2.26403;r4=2.1379;r5=2.3034,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,12,S8_cpu2_over_cpu8,1-5,5,2.28719,2.22802,2.31519,r1=2.28719;r2=2.31313;r3=2.22802;r4=2.24204;r5=2.31519,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,13,S8_cpu2_over_cpu8,1-5,5,2.21289,2.11833,2.34036,r1=2.34036;r2=2.11833;r3=2.15115;r4=2.23781;r5=2.21289,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,14,S8_cpu2_over_cpu8,1-5,5,2.04643,2.00877,2.21229,r1=2.21229;r2=2.1259;r3=2.00877;r4=2.04394;r5=2.04643,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,15,S8_cpu2_over_cpu8,1-5,5,2.00979,1.90946,2.05097,r1=2.04175;r2=1.95626;r3=2.00979;r4=1.90946;r5=2.05097,T_r(cpu2)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,all,S8_cpu2_over_cpu8,1-5,11,2.26403,2.00979,2.49991,d5=2.23832;d6=2.49991;d7=2.26357;d8=2.28197;d9=2.27677;d10=2.36272;d11=2.26403;d12=2.28719;d13=2.21289;d14=2.04643;d15=2.00979,median and min-max over depths of the per-depth median (Figure 5)
groth16,stage_sum_ms,diagnostic,5,doubling_cpu4_over_cpu8,1-5,5,1.28432,1.27514,1.37381,r1=1.27514;r2=1.27804;r3=1.37381;r4=1.29032;r5=1.28432,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,6,doubling_cpu4_over_cpu8,1-5,5,1.37418,1.32954,1.39586,r1=1.3577;r2=1.32954;r3=1.3852;r4=1.39586;r5=1.37418,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,7,doubling_cpu4_over_cpu8,1-5,5,1.37503,1.31505,1.4411,r1=1.37503;r2=1.40247;r3=1.36704;r4=1.31505;r5=1.4411,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,8,doubling_cpu4_over_cpu8,1-5,5,1.38204,1.28767,1.38744,r1=1.32314;r2=1.28767;r3=1.38204;r4=1.38621;r5=1.38744,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,9,doubling_cpu4_over_cpu8,1-5,5,1.36627,1.33923,1.39384,r1=1.38821;r2=1.39384;r3=1.36309;r4=1.33923;r5=1.36627,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,10,doubling_cpu4_over_cpu8,1-5,5,1.36061,1.35339,1.3779,r1=1.35339;r2=1.35512;r3=1.3779;r4=1.36061;r5=1.37729,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,11,doubling_cpu4_over_cpu8,1-5,5,1.38291,1.37117,1.44749,r1=1.37361;r2=1.38291;r3=1.38768;r4=1.37117;r5=1.44749,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,12,doubling_cpu4_over_cpu8,1-5,5,1.38515,1.29605,1.41271,r1=1.35831;r2=1.41271;r3=1.38515;r4=1.29605;r5=1.39553,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,13,doubling_cpu4_over_cpu8,1-5,5,1.28719,1.25897,1.36417,r1=1.25897;r2=1.27946;r3=1.36417;r4=1.32179;r5=1.28719,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,14,doubling_cpu4_over_cpu8,1-5,5,1.27937,1.25471,1.30482,r1=1.30482;r2=1.25471;r3=1.26511;r4=1.29471;r5=1.27937,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,15,doubling_cpu4_over_cpu8,1-5,5,1.24023,1.17579,1.28329,r1=1.24169;r2=1.24023;r3=1.22665;r4=1.17579;r5=1.28329,T_r(cpu4)/T_r(cpu8)
groth16,stage_sum_ms,diagnostic,all,doubling_cpu4_over_cpu8,1-5,11,1.36627,1.24023,1.38515,d5=1.28432;d6=1.37418;d7=1.37503;d8=1.38204;d9=1.36627;d10=1.36061;d11=1.38291;d12=1.38515;d13=1.28719;d14=1.27937;d15=1.24023,median and min-max over depths of the per-depth median (Figure 5)
plonk,input_ms,stage,5,S4_cpu2_over_cpu4,1-5,5,0.997497,0.900356,2.14,r1=0.997497;r2=0.938287;r3=1.80492;r4=0.900356;r5=2.14,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,6,S4_cpu2_over_cpu4,1-5,5,1.58974,1.00915,1.66098,r1=1.03932;r2=1.00915;r3=1.63605;r4=1.58974;r5=1.66098,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,7,S4_cpu2_over_cpu4,1-5,5,0.887218,0.152926,1.09419,r1=0.368382;r2=0.929302;r3=1.09419;r4=0.152926;r5=0.887218,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,8,S4_cpu2_over_cpu4,1-5,5,1.0453,0.928707,1.45038,r1=1.06063;r2=0.928707;r3=1.45038;r4=1.0453;r5=0.937156,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,9,S4_cpu2_over_cpu4,1-5,5,1.02137,0.939411,1.28,r1=1.01013;r2=1.0727;r3=1.28;r4=0.939411;r5=1.02137,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,10,S4_cpu2_over_cpu4,1-5,5,1.01401,0.998024,1.11029,r1=0.998024;r2=1.00501;r3=1.11029;r4=1.02435;r5=1.01401,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,11,S4_cpu2_over_cpu4,1-5,5,1.04553,0.926846,1.25106,r1=1.00949;r2=0.926846;r3=1.04553;r4=1.09028;r5=1.25106,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,12,S4_cpu2_over_cpu4,1-5,5,1.07622,1.00462,1.85116,r1=1.07622;r2=1.13341;r3=1.00462;r4=1.03889;r5=1.85116,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,13,S4_cpu2_over_cpu4,1-5,5,1.12304,1.02937,1.16665,r1=1.16665;r2=1.12304;r3=1.10104;r4=1.02937;r5=1.14383,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,14,S4_cpu2_over_cpu4,1-5,5,1.0743,1.0281,1.12676,r1=1.12676;r2=1.0743;r3=1.09415;r4=1.0281;r5=1.04797,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,15,S4_cpu2_over_cpu4,1-5,5,1.10252,1.05407,1.12244,r1=1.10252;r2=1.07881;r3=1.12244;r4=1.05407;r5=1.10845,T_r(cpu2)/T_r(cpu4)
plonk,input_ms,stage,all,S4_cpu2_over_cpu4,1-5,11,1.04553,0.887218,1.58974,d5=0.997497;d6=1.58974;d7=0.887218;d8=1.0453;d9=1.02137;d10=1.01401;d11=1.04553;d12=1.07622;d13=1.12304;d14=1.0743;d15=1.10252,median and min-max over depths of the per-depth median (Figure 5)
plonk,input_ms,stage,5,S8_cpu2_over_cpu8,1-5,5,1.02179,0.835903,2.25943,r1=1.02179;r2=0.965026;r3=1.83881;r4=0.835903;r5=2.25943,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,6,S8_cpu2_over_cpu8,1-5,5,1.5383,0.965895,1.6342,r1=0.965895;r2=1.07692;r3=1.6342;r4=1.5383;r5=1.62724,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,7,S8_cpu2_over_cpu8,1-5,5,1.01401,0.826138,1.12352,r1=1.06645;r2=1.00807;r3=1.01401;r4=1.12352;r5=0.826138,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,8,S8_cpu2_over_cpu8,1-5,5,1.03936,0.441688,1.48632,r1=1.08;r2=1.03936;r3=1.48632;r4=0.966184;r5=0.441688,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,9,S8_cpu2_over_cpu8,1-5,5,0.987726,0.967507,1.37742,r1=0.967507;r2=1.30313;r3=1.37742;r4=0.987726;r5=0.986765,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,10,S8_cpu2_over_cpu8,1-5,5,1.03121,1.00341,1.16291,r1=1.03121;r2=1.07331;r3=1.16291;r4=1.00341;r5=1.01177,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,11,S8_cpu2_over_cpu8,1-5,5,1.0558,0.932435,1.18203,r1=1.0558;r2=0.932435;r3=0.967063;r4=1.09217;r5=1.18203,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,12,S8_cpu2_over_cpu8,1-5,5,1.06395,1.0162,1.87715,r1=1.06395;r2=1.09504;r3=1.0162;r4=1.04119;r5=1.87715,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,13,S8_cpu2_over_cpu8,1-5,5,1.13744,1.03211,1.1758,r1=1.1758;r2=1.13744;r3=1.11231;r4=1.03211;r5=1.14525,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,14,S8_cpu2_over_cpu8,1-5,5,1.0659,1.00088,1.11973,r1=1.11973;r2=1.04463;r3=1.09539;r4=1.00088;r5=1.0659,T_r(cpu2)/T_r(cpu8)
