backend,stage,role,depth,ratio,rounds,n,median,min,max,values,definition
plonk,input_ms,stage,15,S8_cpu2_over_cpu8,1-5,5,1.05819,1.05085,1.13791,r1=1.06802;r2=1.05085;r3=1.13791;r4=1.05161;r5=1.05819,T_r(cpu2)/T_r(cpu8)
plonk,input_ms,stage,all,S8_cpu2_over_cpu8,1-5,11,1.0558,0.987726,1.5383,d5=1.02179;d6=1.5383;d7=1.01401;d8=1.03936;d9=0.987726;d10=1.03121;d11=1.0558;d12=1.06395;d13=1.13744;d14=1.0659;d15=1.05819,median and min-max over depths of the per-depth median (Figure 5)
plonk,input_ms,stage,5,doubling_cpu4_over_cpu8,1-5,5,1.02436,0.928414,1.05581,r1=1.02436;r2=1.0285;r3=1.01878;r4=0.928414;r5=1.05581,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,6,doubling_cpu4_over_cpu8,1-5,5,0.979689,0.929354,1.06716,r1=0.929354;r2=1.06716;r3=0.998867;r4=0.967638;r5=0.979689,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,7,doubling_cpu4_over_cpu8,1-5,5,1.08476,0.926724,7.34679,r1=2.89496;r2=1.08476;r3=0.926724;r4=7.34679;r5=0.931155,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,8,doubling_cpu4_over_cpu8,1-5,5,1.01826,0.471307,1.11915,r1=1.01826;r2=1.11915;r3=1.02479;r4=0.924316;r5=0.471307,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,9,doubling_cpu4_over_cpu8,1-5,5,1.05143,0.957808,1.21481,r1=0.957808;r2=1.21481;r3=1.07611;r4=1.05143;r5=0.96612,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,10,doubling_cpu4_over_cpu8,1-5,5,1.03326,0.979557,1.06796,r1=1.03326;r2=1.06796;r3=1.04739;r4=0.979557;r5=0.997792,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,11,doubling_cpu4_over_cpu8,1-5,5,1.00174,0.924951,1.04588,r1=1.04588;r2=1.00603;r3=0.924951;r4=1.00174;r5=0.944819,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,12,doubling_cpu4_over_cpu8,1-5,5,1.00221,0.966151,1.01404,r1=0.988595;r2=0.966151;r3=1.01154;r4=1.00221;r5=1.01404,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,13,doubling_cpu4_over_cpu8,1-5,5,1.00784,1.00124,1.01282,r1=1.00784;r2=1.01282;r3=1.01024;r4=1.00267;r5=1.00124,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,14,doubling_cpu4_over_cpu8,1-5,5,0.993761,0.972383,1.01711,r1=0.993761;r2=0.972383;r3=1.00113;r4=0.973524;r5=1.01711,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,15,doubling_cpu4_over_cpu8,1-5,5,0.974089,0.954657,1.01379,r1=0.968707;r2=0.974089;r3=1.01379;r4=0.997663;r5=0.954657,T_r(cpu4)/T_r(cpu8)
plonk,input_ms,stage,all,doubling_cpu4_over_cpu8,1-5,11,1.00784,0.974089,1.08476,d5=1.02436;d6=0.979689;d7=1.08476;d8=1.01826;d9=1.05143;d10=1.03326;d11=1.00174;d12=1.00221;d13=1.00784;d14=0.993761;d15=0.974089,median and min-max over depths of the per-depth median (Figure 5)
plonk,witness_ms,stage,5,S4_cpu2_over_cpu4,1-5,5,1.64527,1.16879,1.9571,r1=1.64527;r2=1.32486;r3=1.90587;r4=1.9571;r5=1.16879,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,6,S4_cpu2_over_cpu4,1-5,5,1.68113,1.42417,1.87672,r1=1.42417;r2=1.71612;r3=1.68113;r4=1.57817;r5=1.87672,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,7,S4_cpu2_over_cpu4,1-5,5,1.76676,1.51319,1.83192,r1=1.76676;r2=1.57092;r3=1.77088;r4=1.51319;r5=1.83192,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,8,S4_cpu2_over_cpu4,1-5,5,1.73477,1.40424,1.78654,r1=1.40424;r2=1.75799;r3=1.73477;r4=1.57104;r5=1.78654,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,9,S4_cpu2_over_cpu4,1-5,5,1.54535,1.26069,1.91241,r1=1.91241;r2=1.64774;r3=1.26069;r4=1.36833;r5=1.54535,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,10,S4_cpu2_over_cpu4,1-5,5,1.66883,1.63857,1.92649,r1=1.76781;r2=1.92649;r3=1.63857;r4=1.66883;r5=1.65166,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,11,S4_cpu2_over_cpu4,1-5,5,1.53821,1.30105,1.8298,r1=1.48278;r2=1.8298;r3=1.53821;r4=1.30105;r5=1.55777,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,12,S4_cpu2_over_cpu4,1-5,5,1.6578,1.37449,1.91108,r1=1.6578;r2=1.44187;r3=1.37449;r4=1.75747;r5=1.91108,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,13,S4_cpu2_over_cpu4,1-5,5,1.67123,1.43764,1.86122,r1=1.68513;r2=1.43764;r3=1.4434;r4=1.86122;r5=1.67123,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,14,S4_cpu2_over_cpu4,1-5,5,1.32709,1.20212,1.62984,r1=1.20212;r2=1.3111;r3=1.62984;r4=1.32709;r5=1.55217,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,15,S4_cpu2_over_cpu4,1-5,5,1.39672,1.17209,1.55473,r1=1.47952;r2=1.17209;r3=1.19476;r4=1.39672;r5=1.55473,T_r(cpu2)/T_r(cpu4)
plonk,witness_ms,stage,all,S4_cpu2_over_cpu4,1-5,11,1.6578,1.32709,1.76676,d5=1.64527;d6=1.68113;d7=1.76676;d8=1.73477;d9=1.54535;d10=1.66883;d11=1.53821;d12=1.6578;d13=1.67123;d14=1.32709;d15=1.39672,median and min-max over depths of the per-depth median (Figure 5)
plonk,witness_ms,stage,5,S8_cpu2_over_cpu8,1-5,5,1.95592,1.52145,2.2407,r1=1.95592;r2=1.78161;r3=2.2407;r4=2.1709;r5=1.52145,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,6,S8_cpu2_over_cpu8,1-5,5,1.93523,1.55703,2.11927,r1=1.55703;r2=1.9888;r3=1.93523;r4=1.75881;r5=2.11927,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,7,S8_cpu2_over_cpu8,1-5,5,1.82929,1.63953,1.91437,r1=1.91437;r2=1.75965;r3=1.87004;r4=1.63953;r5=1.82929,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,8,S8_cpu2_over_cpu8,1-5,5,1.9227,1.59311,2.0252,r1=1.59311;r2=1.9227;r3=2.0252;r4=1.70161;r5=1.94574,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,9,S8_cpu2_over_cpu8,1-5,5,1.66921,1.49752,2.17196,r1=2.17196;r2=1.85823;r3=1.49752;r4=1.53656;r5=1.66921,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,10,S8_cpu2_over_cpu8,1-5,5,1.9019,1.7597,2.30079,r1=1.9019;r2=2.30079;r3=1.9984;r4=1.7597;r5=1.86377,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,11,S8_cpu2_over_cpu8,1-5,5,1.69409,1.54467,2.02182,r1=1.69409;r2=2.02182;r3=1.54467;r4=1.57212;r5=1.83893,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,12,S8_cpu2_over_cpu8,1-5,5,1.73174,1.03391,2.03627,r1=1.73174;r2=1.50475;r3=1.73661;r4=1.03391;r5=2.03627,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,13,S8_cpu2_over_cpu8,1-5,5,1.80075,1.33345,1.92513,r1=1.88572;r2=1.33345;r3=1.80075;r4=1.92513;r5=1.71212,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,14,S8_cpu2_over_cpu8,1-5,5,1.52897,1.42301,1.62657,r1=1.48444;r2=1.52897;r3=1.62657;r4=1.42301;r5=1.574,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,15,S8_cpu2_over_cpu8,1-5,5,1.43138,1.35337,1.6119,r1=1.5959;r2=1.43138;r3=1.35337;r4=1.40305;r5=1.6119,T_r(cpu2)/T_r(cpu8)
plonk,witness_ms,stage,all,S8_cpu2_over_cpu8,1-5,11,1.80075,1.43138,1.95592,d5=1.95592;d6=1.93523;d7=1.82929;d8=1.9227;d9=1.66921;d10=1.9019;d11=1.69409;d12=1.73174;d13=1.80075;d14=1.52897;d15=1.43138,median and min-max over depths of the per-depth median (Figure 5)
plonk,witness_ms,stage,5,doubling_cpu4_over_cpu8,1-5,5,1.18882,1.10924,1.34476,r1=1.18882;r2=1.34476;r3=1.17568;r4=1.10924;r5=1.30173,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,6,doubling_cpu4_over_cpu8,1-5,5,1.12924,1.09329,1.15889,r1=1.09329;r2=1.15889;r3=1.15115;r4=1.11447;r5=1.12924,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,7,doubling_cpu4_over_cpu8,1-5,5,1.0835,0.998565,1.12014,r1=1.08355;r2=1.12014;r3=1.05599;r4=1.0835;r5=0.998565,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,8,doubling_cpu4_over_cpu8,1-5,5,1.09369,1.08311,1.16742,r1=1.1345;r2=1.09369;r3=1.16742;r4=1.08311;r5=1.08911,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,9,doubling_cpu4_over_cpu8,1-5,5,1.12774,1.08015,1.18786,r1=1.13572;r2=1.12774;r3=1.18786;r4=1.12295;r5=1.08015,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,10,doubling_cpu4_over_cpu8,1-5,5,1.12842,1.05445,1.2196,r1=1.07585;r2=1.19429;r3=1.2196;r4=1.05445;r5=1.12842,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,11,doubling_cpu4_over_cpu8,1-5,5,1.14251,1.0042,1.20835,r1=1.14251;r2=1.10494;r3=1.0042;r4=1.20835;r5=1.18049,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,12,doubling_cpu4_over_cpu8,1-5,5,1.0446,0.588298,1.26346,r1=1.0446;r2=1.04361;r3=1.26346;r4=0.588298;r5=1.06551,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,13,doubling_cpu4_over_cpu8,1-5,5,1.03434,0.927526,1.24757,r1=1.11904;r2=0.927526;r3=1.24757;r4=1.03434;r5=1.02447,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,14,doubling_cpu4_over_cpu8,1-5,5,1.07227,0.997989,1.23485,r1=1.23485;r2=1.16618;r3=0.997989;r4=1.07227;r5=1.01406,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,15,doubling_cpu4_over_cpu8,1-5,5,1.07866,1.00453,1.22122,r1=1.07866;r2=1.22122;r3=1.13275;r4=1.00453;r5=1.03677,T_r(cpu4)/T_r(cpu8)
plonk,witness_ms,stage,all,doubling_cpu4_over_cpu8,1-5,11,1.09369,1.03434,1.18882,d5=1.18882;d6=1.12924;d7=1.0835;d8=1.09369;d9=1.12774;d10=1.12842;d11=1.14251;d12=1.0446;d13=1.03434;d14=1.07227;d15=1.07866,median and min-max over depths of the per-depth median (Figure 5)
plonk,prove_ms,stage,5,S4_cpu2_over_cpu4,1-5,5,1.19152,1.07045,1.31584,r1=1.31584;r2=1.19152;r3=1.23635;r4=1.16506;r5=1.07045,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,6,S4_cpu2_over_cpu4,1-5,5,1.1849,1.0567,1.31021,r1=1.31021;r2=1.1849;r3=1.18873;r4=1.1784;r5=1.0567,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,7,S4_cpu2_over_cpu4,1-5,5,1.16789,1.02615,1.30766,r1=1.30766;r2=1.18455;r3=1.12185;r4=1.16789;r5=1.02615,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,8,S4_cpu2_over_cpu4,1-5,5,1.19351,1.1856,1.30311,r1=1.30311;r2=1.19158;r3=1.19351;r4=1.1856;r5=1.19837,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,9,S4_cpu2_over_cpu4,1-5,5,1.18388,1.08188,1.30425,r1=1.30425;r2=1.18388;r3=1.19022;r4=1.17759;r5=1.08188,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,10,S4_cpu2_over_cpu4,1-5,5,1.18062,1.06726,1.30852,r1=1.30852;r2=1.19918;r3=1.18062;r4=1.17975;r5=1.06726,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,11,S4_cpu2_over_cpu4,1-5,5,1.18053,1.07109,1.33676,r1=1.33676;r2=1.18492;r3=1.18053;r4=1.17178;r5=1.07109,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,12,S4_cpu2_over_cpu4,1-5,5,1.18725,1.06396,1.31456,r1=1.31456;r2=1.18725;r3=1.18894;r4=1.17839;r5=1.06396,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,13,S4_cpu2_over_cpu4,1-5,5,1.1816,1.05799,1.3002,r1=1.3002;r2=1.19092;r3=1.17597;r4=1.1816;r5=1.05799,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,14,S4_cpu2_over_cpu4,1-5,5,1.18858,1.07073,1.29404,r1=1.29404;r2=1.198;r3=1.17881;r4=1.18858;r5=1.07073,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,15,S4_cpu2_over_cpu4,1-5,5,1.17399,1.08543,1.31634,r1=1.31634;r2=1.19171;r3=1.17399;r4=1.17187;r5=1.08543,T_r(cpu2)/T_r(cpu4)
plonk,prove_ms,stage,all,S4_cpu2_over_cpu4,1-5,11,1.18388,1.16789,1.19351,d5=1.19152;d6=1.1849;d7=1.16789;d8=1.19351;d9=1.18388;d10=1.18062;d11=1.18053;d12=1.18725;d13=1.1816;d14=1.18858;d15=1.17399,median and min-max over depths of the per-depth median (Figure 5)
plonk,prove_ms,stage,5,S8_cpu2_over_cpu8,1-5,5,1.25837,1.25512,1.3948,r1=1.3948;r2=1.25553;r3=1.36811;r4=1.25512;r5=1.25837,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,6,S8_cpu2_over_cpu8,1-5,5,1.26565,1.24198,1.38679,r1=1.38679;r2=1.24319;r3=1.28623;r4=1.26565;r5=1.24198,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,7,S8_cpu2_over_cpu8,1-5,5,1.26348,1.25093,1.3834,r1=1.3834;r2=1.25093;r3=1.2972;r4=1.26348;r5=1.25438,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,8,S8_cpu2_over_cpu8,1-5,5,1.27781,1.26306,1.37559,r1=1.37559;r2=1.26306;r3=1.29693;r4=1.27271;r5=1.27781,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,9,S8_cpu2_over_cpu8,1-5,5,1.2647,1.25367,1.38744,r1=1.38744;r2=1.25367;r3=1.2647;r4=1.26006;r5=1.26528,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,10,S8_cpu2_over_cpu8,1-5,5,1.27053,1.24269,1.38547,r1=1.38547;r2=1.24269;r3=1.28845;r4=1.27053;r5=1.2514,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,11,S8_cpu2_over_cpu8,1-5,5,1.23763,1.21653,1.38622,r1=1.38622;r2=1.22449;r3=1.26866;r4=1.21653;r5=1.23763,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,12,S8_cpu2_over_cpu8,1-5,5,1.24219,1.22342,1.37773,r1=1.37773;r2=1.22342;r3=1.25909;r4=1.24219;r5=1.24077,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,13,S8_cpu2_over_cpu8,1-5,5,1.24625,1.24224,1.38106,r1=1.38106;r2=1.24224;r3=1.25823;r4=1.24625;r5=1.24615,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,14,S8_cpu2_over_cpu8,1-5,5,1.25369,1.21105,1.35261,r1=1.35261;r2=1.21105;r3=1.27219;r4=1.25369;r5=1.22706,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,15,S8_cpu2_over_cpu8,1-5,5,1.26231,1.22463,1.34547,r1=1.34547;r2=1.22463;r3=1.26231;r4=1.25259;r5=1.27423,T_r(cpu2)/T_r(cpu8)
plonk,prove_ms,stage,all,S8_cpu2_over_cpu8,1-5,11,1.26231,1.23763,1.27781,d5=1.25837;d6=1.26565;d7=1.26348;d8=1.27781;d9=1.2647;d10=1.27053;d11=1.23763;d12=1.24219;d13=1.24625;d14=1.25369;d15=1.26231,median and min-max over depths of the per-depth median (Figure 5)
plonk,prove_ms,stage,5,doubling_cpu4_over_cpu8,1-5,5,1.0773,1.05372,1.17555,r1=1.06001;r2=1.05372;r3=1.10657;r4=1.0773;r5=1.17555,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,6,doubling_cpu4_over_cpu8,1-5,5,1.07404,1.04919,1.17533,r1=1.05845;r2=1.04919;r3=1.08202;r4=1.07404;r5=1.17533,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,7,doubling_cpu4_over_cpu8,1-5,5,1.08185,1.05604,1.22241,r1=1.05792;r2=1.05604;r3=1.15631;r4=1.08185;r5=1.22241,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,8,doubling_cpu4_over_cpu8,1-5,5,1.06629,1.05563,1.08665,r1=1.05563;r2=1.05999;r3=1.08665;r4=1.07347;r5=1.06629,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,9,doubling_cpu4_over_cpu8,1-5,5,1.06379,1.05895,1.16952,r1=1.06379;r2=1.05895;r3=1.06257;r4=1.07003;r5=1.16952,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,10,doubling_cpu4_over_cpu8,1-5,5,1.07696,1.03629,1.17253,r1=1.05881;r2=1.03629;r3=1.09133;r4=1.07696;r5=1.17253,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,11,doubling_cpu4_over_cpu8,1-5,5,1.03819,1.03339,1.15548,r1=1.037;r2=1.03339;r3=1.07465;r4=1.03819;r5=1.15548,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,12,doubling_cpu4_over_cpu8,1-5,5,1.05414,1.03046,1.16618,r1=1.04806;r2=1.03046;r3=1.059;r4=1.05414;r5=1.16618,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,13,doubling_cpu4_over_cpu8,1-5,5,1.06219,1.04309,1.17785,r1=1.06219;r2=1.04309;r3=1.06995;r4=1.05471;r5=1.17785,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,14,doubling_cpu4_over_cpu8,1-5,5,1.05478,1.01089,1.146,r1=1.04526;r2=1.01089;r3=1.07921;r4=1.05478;r5=1.146,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,15,doubling_cpu4_over_cpu8,1-5,5,1.06888,1.02213,1.17394,r1=1.02213;r2=1.02762;r3=1.07523;r4=1.06888;r5=1.17394,T_r(cpu4)/T_r(cpu8)
plonk,prove_ms,stage,all,doubling_cpu4_over_cpu8,1-5,11,1.06629,1.03819,1.08185,d5=1.0773;d6=1.07404;d7=1.08185;d8=1.06629;d9=1.06379;d10=1.07696;d11=1.03819;d12=1.05414;d13=1.06219;d14=1.05478;d15=1.06888,median and min-max over depths of the per-depth median (Figure 5)
plonk,verify_first_ms,stage,5,S4_cpu2_over_cpu4,1-5,5,1.2474,1.20295,1.41004,r1=1.2474;r2=1.32981;r3=1.22753;r4=1.41004;r5=1.20295,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,6,S4_cpu2_over_cpu4,1-5,5,1.34192,0.802363,1.45985,r1=1.45985;r2=1.34192;r3=1.28666;r4=0.802363;r5=1.44824,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,7,S4_cpu2_over_cpu4,1-5,5,1.23201,1.02955,1.58736,r1=1.14835;r2=1.23201;r3=1.29362;r4=1.02955;r5=1.58736,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,8,S4_cpu2_over_cpu4,1-5,5,1.35131,1.11966,1.39752,r1=1.26669;r2=1.35131;r3=1.38607;r4=1.11966;r5=1.39752,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,9,S4_cpu2_over_cpu4,1-5,5,1.16657,1.01399,1.50903,r1=1.16657;r2=1.50903;r3=1.01399;r4=1.18415;r5=1.11277,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,10,S4_cpu2_over_cpu4,1-5,5,1.19237,0.89301,1.56009,r1=1.19237;r2=0.89301;r3=1.0868;r4=1.56009;r5=1.32038,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,11,S4_cpu2_over_cpu4,1-5,5,1.16383,0.764357,1.6411,r1=1.3067;r2=1.09956;r3=1.16383;r4=0.764357;r5=1.6411,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,12,S4_cpu2_over_cpu4,1-5,5,1.01617,0.823066,1.71783,r1=0.908455;r2=1.01617;r3=1.06023;r4=0.823066;r5=1.71783,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,13,S4_cpu2_over_cpu4,1-5,5,1.16298,1.03174,1.65513,r1=1.65513;r2=1.03174;r3=1.3742;r4=1.16298;r5=1.14264,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,14,S4_cpu2_over_cpu4,1-5,5,1.28919,1.28014,1.62688,r1=1.46098;r2=1.28919;r3=1.28829;r4=1.28014;r5=1.62688,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,15,S4_cpu2_over_cpu4,1-5,5,1.21721,1.04117,1.57075,r1=1.16989;r2=1.57075;r3=1.31695;r4=1.21721;r5=1.04117,T_r(cpu2)/T_r(cpu4)
plonk,verify_first_ms,stage,all,S4_cpu2_over_cpu4,1-5,11,1.21721,1.01617,1.35131,d5=1.2474;d6=1.34192;d7=1.23201;d8=1.35131;d9=1.16657;d10=1.19237;d11=1.16383;d12=1.01617;d13=1.16298;d14=1.28919;d15=1.21721,median and min-max over depths of the per-depth median (Figure 5)
plonk,verify_first_ms,stage,5,S8_cpu2_over_cpu8,1-5,5,1.18402,0.963518,1.40445,r1=0.963518;r2=1.3206;r3=1.18402;r4=1.40445;r5=1.1583,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,6,S8_cpu2_over_cpu8,1-5,5,1.46023,1.01748,1.52081,r1=1.46023;r2=1.52081;r3=1.4117;r4=1.01748;r5=1.48696,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,7,S8_cpu2_over_cpu8,1-5,5,1.25448,1.20677,1.58199,r1=1.25448;r2=1.21059;r3=1.28704;r4=1.20677;r5=1.58199,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,8,S8_cpu2_over_cpu8,1-5,5,1.35888,1.29818,1.47694,r1=1.45145;r2=1.35888;r3=1.47694;r4=1.29818;r5=1.35178,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,9,S8_cpu2_over_cpu8,1-5,5,1.37169,0.976481,1.50983,r1=1.30902;r2=1.50983;r3=0.976481;r4=1.37169;r5=1.38996,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,10,S8_cpu2_over_cpu8,1-5,5,1.2662,1.00822,1.54867,r1=1.23562;r2=1.00822;r3=1.32306;r4=1.54867;r5=1.2662,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,11,S8_cpu2_over_cpu8,1-5,5,1.17078,1.05262,1.69133,r1=1.31186;r2=1.14028;r3=1.17078;r4=1.05262;r5=1.69133,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,12,S8_cpu2_over_cpu8,1-5,5,1.25362,1.14499,1.7721,r1=1.17892;r2=1.14499;r3=1.25362;r4=1.3369;r5=1.7721,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,13,S8_cpu2_over_cpu8,1-5,5,1.27362,1.13296,1.68206,r1=1.68206;r2=1.27362;r3=1.44282;r4=1.13296;r5=1.19938,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,14,S8_cpu2_over_cpu8,1-5,5,1.47496,1.30502,1.99358,r1=1.47496;r2=1.66699;r3=1.323;r4=1.30502;r5=1.99358,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,15,S8_cpu2_over_cpu8,1-5,5,1.33853,1.18996,1.61234,r1=1.18996;r2=1.61234;r3=1.30878;r4=1.33853;r5=1.40288,T_r(cpu2)/T_r(cpu8)
plonk,verify_first_ms,stage,all,S8_cpu2_over_cpu8,1-5,11,1.27362,1.17078,1.47496,d5=1.18402;d6=1.46023;d7=1.25448;d8=1.35888;d9=1.37169;d10=1.2662;d11=1.17078;d12=1.25362;d13=1.27362;d14=1.47496;d15=1.33853,median and min-max over depths of the per-depth median (Figure 5)
plonk,verify_first_ms,stage,5,doubling_cpu4_over_cpu8,1-5,5,0.964556,0.772419,0.996037,r1=0.772419;r2=0.99308;r3=0.964556;r4=0.996037;r5=0.962879,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,6,doubling_cpu4_over_cpu8,1-5,5,1.09718,1.00026,1.2681,r1=1.00026;r2=1.13332;r3=1.09718;r4=1.2681;r5=1.02673,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,7,doubling_cpu4_over_cpu8,1-5,5,0.996616,0.982613,1.17213,r1=1.09242;r2=0.982613;r3=0.994913;r4=1.17213;r5=0.996616,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,8,doubling_cpu4_over_cpu8,1-5,5,1.06556,0.96727,1.15944,r1=1.14586;r2=1.00561;r3=1.06556;r4=1.15944;r5=0.96727,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,9,doubling_cpu4_over_cpu8,1-5,5,1.12211,0.963005,1.2491,r1=1.12211;r2=1.00053;r3=0.963005;r4=1.15837;r5=1.2491,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,10,doubling_cpu4_over_cpu8,1-5,5,1.03627,0.958959,1.21739,r1=1.03627;r2=1.12901;r3=1.21739;r4=0.992674;r5=0.958959,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,11,doubling_cpu4_over_cpu8,1-5,5,1.03061,1.00395,1.37713,r1=1.00395;r2=1.03704;r3=1.00597;r4=1.37713;r5=1.03061,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,12,doubling_cpu4_over_cpu8,1-5,5,1.18241,1.03159,1.6243,r1=1.29772;r2=1.12677;r3=1.18241;r4=1.6243;r5=1.03159,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,13,doubling_cpu4_over_cpu8,1-5,5,1.04965,0.974185,1.23444,r1=1.01627;r2=1.23444;r3=1.04993;r4=0.974185;r5=1.04965,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,14,doubling_cpu4_over_cpu8,1-5,5,1.02694,1.00957,1.29305,r1=1.00957;r2=1.29305;r3=1.02694;r4=1.01943;r5=1.2254,T_r(cpu4)/T_r(cpu8)
