profile_id,backend,depth,stage,role,rounds,n,median,q1,q3,iqr,min,max
cpu2,plonk,9,verify_steady_ms,stage,1-5,5,7.296,7.251,7.315,0.064,7.086,8.563
cpu2,plonk,9,wall_ms,total,1-5,5,12194.4,12183.1,12423.9,240.814,12047.7,13348.1
cpu2,plonk,9,stage_sum_ms,diagnostic,1-5,5,12194.4,12183.1,12423.9,240.814,12047.7,13348.1
cpu2,plonk,10,input_ms,stage,1-5,5,2.945,2.811,3.535,0.724,2.75,3.926
cpu2,plonk,10,witness_ms,stage,1-5,5,27.428,26.077,28.648,2.571,25.433,30.138
cpu2,plonk,10,prove_ms,stage,1-5,5,12203.4,12114.8,12223.7,108.899,12047.8,13395.1
cpu2,plonk,10,verify_first_ms,stage,1-5,5,10.027,9.471,10.042,0.571,7.729,11.838
cpu2,plonk,10,verify_steady_ms,stage,1-5,5,7.306,7.267,7.341,0.074,7.202,8.508
cpu2,plonk,10,wall_ms,total,1-5,5,12244.8,12155.5,12265.1,109.647,12088,13434.2
cpu2,plonk,10,stage_sum_ms,diagnostic,1-5,5,12244.8,12155.5,12265.1,109.645,12088,13434.2
cpu2,plonk,11,input_ms,stage,1-5,5,6.28,5.96,6.43,0.47,5.258,8.247
cpu2,plonk,11,witness_ms,stage,1-5,5,25.059,23.533,26.144,2.611,21.777,28.629
cpu2,plonk,11,prove_ms,stage,1-5,5,23521.4,23298.6,23695.5,396.946,23140.1,26083
cpu2,plonk,11,verify_first_ms,stage,1-5,5,10.182,9.022,10.285,1.263,8.99,13.096
cpu2,plonk,11,verify_steady_ms,stage,1-5,5,7.297,7.257,8.322,1.065,7.13,8.483
cpu2,plonk,11,wall_ms,total,1-5,5,23560.4,23341.5,23743,401.558,23178.3,26124.3
cpu2,plonk,11,stage_sum_ms,diagnostic,1-5,5,23560.4,23341.5,23743,401.556,23178.3,26124.3
cpu2,plonk,12,input_ms,stage,1-5,5,16.579,16.499,17.897,1.398,11.1,18.285
cpu2,plonk,12,witness_ms,stage,1-5,5,25.434,24.936,29.53,4.594,24.842,32.956
cpu2,plonk,12,prove_ms,stage,1-5,5,23399,23320.8,23481.5,160.645,23112.6,25884.6
cpu2,plonk,12,verify_first_ms,stage,1-5,5,9.876,8.987,10.234,1.247,8.961,13.631
cpu2,plonk,12,verify_steady_ms,stage,1-5,5,7.223,7.222,7.711,0.489,7.218,8.584
cpu2,plonk,12,wall_ms,total,1-5,5,23444.9,23371.2,23541.2,170.054,23173.7,25937.3
cpu2,plonk,12,stage_sum_ms,diagnostic,1-5,5,23444.9,23371.1,23541.2,170.058,23173.7,25937.2
cpu2,plonk,13,input_ms,stage,1-5,5,25.797,24.769,26.351,1.582,24.748,26.681
cpu2,plonk,13,witness_ms,stage,1-5,5,31.349,31.153,32.127,0.974,27.709,34.481
cpu2,plonk,13,prove_ms,stage,1-5,5,23422.8,23348.6,23519.2,170.64,23066.2,25686.6
cpu2,plonk,13,verify_first_ms,stage,1-5,5,9.882,9.228,10.951,1.723,9.041,12.819
cpu2,plonk,13,verify_steady_ms,stage,1-5,5,7.309,7.244,8.542,1.298,7.216,8.63
cpu2,plonk,13,wall_ms,total,1-5,5,23490,23412.5,23586.1,173.566,23134.5,25757.4
cpu2,plonk,13,stage_sum_ms,diagnostic,1-5,5,23490,23412.5,23586.1,173.571,23134.5,25757.4
cpu2,plonk,14,input_ms,stage,1-5,5,49.307,44.23,53.121,8.891,43.84,59.38
cpu2,plonk,14,witness_ms,stage,1-5,5,25.413,25.378,27.502,2.124,24.887,28.768
cpu2,plonk,14,prove_ms,stage,1-5,5,23625.6,23310.1,23690,379.88,23307.6,25343.1
cpu2,plonk,14,verify_first_ms,stage,1-5,5,11.251,10.068,13.726,3.658,9.939,15.213
cpu2,plonk,14,verify_steady_ms,stage,1-5,5,7.272,7.261,7.831,0.57,7.213,8.298
cpu2,plonk,14,wall_ms,total,1-5,5,23712.5,23393.1,23793.4,400.268,23386.7,25432.9
cpu2,plonk,14,stage_sum_ms,diagnostic,1-5,5,23712.5,23393.1,23793.3,400.262,23386.7,25432.9
cpu2,plonk,15,input_ms,stage,1-5,5,123.152,112.633,123.859,11.226,106.205,124.711
cpu2,plonk,15,witness_ms,stage,1-5,5,32.483,30.046,33.795,3.749,28.088,34.999
cpu2,plonk,15,prove_ms,stage,1-5,5,23338.6,23256.4,24114.3,857.876,23126.7,25857.7
cpu2,plonk,15,verify_first_ms,stage,1-5,5,10.126,10.126,10.899,0.773,9.083,12.178
cpu2,plonk,15,verify_steady_ms,stage,1-5,5,7.278,7.197,7.536,0.339,7.165,8.583
cpu2,plonk,15,wall_ms,total,1-5,5,23495.2,23420.6,24280.8,860.292,23278.1,26021.5
cpu2,plonk,15,stage_sum_ms,diagnostic,1-5,5,23495.1,23420.5,24280.8,860.285,23278.1,26021.5
cpu4,groth16,5,input_ms,stage,1-5,5,0.796,0.792,0.826,0.034,0.786,1.096
cpu4,groth16,5,witness_ms,stage,1-5,5,14.835,13.258,15.773,2.515,12.968,15.905
cpu4,groth16,5,prove_ms,stage,1-5,5,142.555,142.351,143.702,1.351,135.868,144.848
cpu4,groth16,5,verify_first_ms,stage,1-5,5,7.835,7.586,7.844,0.258,7.052,8.012
cpu4,groth16,5,verify_steady_ms,stage,1-5,5,6.593,6.545,7.2,0.655,5.937,7.273
cpu4,groth16,5,wall_ms,total,1-5,5,166.763,164.656,166.968,2.312,157.783,168.617
cpu4,groth16,5,stage_sum_ms,diagnostic,1-5,5,166.745,164.631,166.949,2.318,157.766,168.597
cpu4,groth16,6,input_ms,stage,1-5,5,0.806,0.792,0.829,0.037,0.71,0.903
cpu4,groth16,6,witness_ms,stage,1-5,5,14.292,14.125,14.839,0.714,13.585,15.177
cpu4,groth16,6,prove_ms,stage,1-5,5,157.698,156.046,158.127,2.081,152.142,162.277
cpu4,groth16,6,verify_first_ms,stage,1-5,5,7.676,6.436,7.774,1.338,6.22,7.838
cpu4,groth16,6,verify_steady_ms,stage,1-5,5,7.149,6.67,7.18,0.51,6.559,7.321
cpu4,groth16,6,wall_ms,total,1-5,5,179.777,178.765,181.56,2.795,174.211,184.063
cpu4,groth16,6,stage_sum_ms,diagnostic,1-5,5,179.759,178.75,181.542,2.792,174.195,184.047
cpu4,groth16,7,input_ms,stage,1-5,5,0.889,0.875,1.174,0.299,0.782,2.927
cpu4,groth16,7,witness_ms,stage,1-5,5,14.984,14.671,16.031,1.36,14.218,16.982
cpu4,groth16,7,prove_ms,stage,1-5,5,168.793,167.951,173.022,5.071,164.982,178.113
cpu4,groth16,7,verify_first_ms,stage,1-5,5,7.52,7.287,7.601,0.314,7.267,7.823
cpu4,groth16,7,verify_steady_ms,stage,1-5,5,7.178,7.148,7.507,0.359,6.812,9.86
cpu4,groth16,7,wall_ms,total,1-5,5,192.791,192.426,195.889,3.463,192.045,200.823
cpu4,groth16,7,stage_sum_ms,diagnostic,1-5,5,192.774,192.411,195.869,3.458,192.032,200.807
cpu4,groth16,8,input_ms,stage,1-5,5,1.195,1.18,1.202,0.022,1.06,1.415
cpu4,groth16,8,witness_ms,stage,1-5,5,16.767,13.695,16.903,3.208,13.537,16.966
cpu4,groth16,8,prove_ms,stage,1-5,5,196.465,195.949,200.678,4.729,188.156,202.269
cpu4,groth16,8,verify_first_ms,stage,1-5,5,7.788,7.197,7.997,0.8,6.505,7.997
cpu4,groth16,8,verify_steady_ms,stage,1-5,5,7.353,6.922,7.441,0.519,6.416,8.536
cpu4,groth16,8,wall_ms,total,1-5,5,221.649,220.79,223.357,2.567,214.332,224.878
cpu4,groth16,8,stage_sum_ms,diagnostic,1-5,5,221.632,220.773,223.342,2.569,214.314,224.862
cpu4,groth16,9,input_ms,stage,1-5,5,2.016,2.013,2.07,0.057,1.866,2.274
cpu4,groth16,9,witness_ms,stage,1-5,5,14.927,14.81,15.565,0.755,14.434,15.981
cpu4,groth16,9,prove_ms,stage,1-5,5,206.655,205.601,208.878,3.277,204.047,209.758
cpu4,groth16,9,verify_first_ms,stage,1-5,5,7.779,7.772,7.836,0.064,6.208,7.925
cpu4,groth16,9,verify_steady_ms,stage,1-5,5,7.062,7.033,7.118,0.085,6.985,7.122
cpu4,groth16,9,wall_ms,total,1-5,5,232.28,230.074,232.982,2.908,228.434,234.726
cpu4,groth16,9,stage_sum_ms,diagnostic,1-5,5,232.266,230.056,232.963,2.907,228.419,234.71
cpu4,groth16,10,input_ms,stage,1-5,5,2.807,2.671,3.015,0.344,2.644,3.056
cpu4,groth16,10,witness_ms,stage,1-5,5,15.093,14.795,15.371,0.576,14.452,16.837
cpu4,groth16,10,prove_ms,stage,1-5,5,217.05,215.918,221.835,5.917,214.977,223.442
cpu4,groth16,10,verify_first_ms,stage,1-5,5,7.242,7.138,7.39,0.252,7.048,7.775
cpu4,groth16,10,verify_steady_ms,stage,1-5,5,7.031,7.016,7.104,0.088,6.196,7.351
cpu4,groth16,10,wall_ms,total,1-5,5,241.566,241.086,249.001,7.915,239.852,249.136
cpu4,groth16,10,stage_sum_ms,diagnostic,1-5,5,241.55,241.071,248.981,7.91,239.835,249.118
cpu4,groth16,11,input_ms,stage,1-5,5,6.732,6.478,7.161,0.683,5.456,7.356
cpu4,groth16,11,witness_ms,stage,1-5,5,15.328,14.424,15.747,1.323,14.206,16.065
cpu4,groth16,11,prove_ms,stage,1-5,5,233.041,232.063,233.548,1.485,228.88,240.494
cpu4,groth16,11,verify_first_ms,stage,1-5,5,7.985,7.451,8.21,0.759,6.407,10.988
cpu4,groth16,11,verify_steady_ms,stage,1-5,5,7.21,7.089,7.349,0.26,6.455,7.378
cpu4,groth16,11,wall_ms,total,1-5,5,261.954,261.593,263.76,2.167,257.787,273.024
cpu4,groth16,11,stage_sum_ms,diagnostic,1-5,5,261.937,261.572,263.741,2.169,257.768,273.002
cpu4,groth16,12,input_ms,stage,1-5,5,8.956,8.953,14.507,5.554,8.72,15.176
cpu4,groth16,12,witness_ms,stage,1-5,5,16.983,15.942,17.01,1.068,15.363,17.734
cpu4,groth16,12,prove_ms,stage,1-5,5,244.651,242.922,245.447,2.525,234.038,251.717
cpu4,groth16,12,verify_first_ms,stage,1-5,5,7.196,7.099,7.531,0.432,6.625,7.948
cpu4,groth16,12,verify_steady_ms,stage,1-5,5,6.447,6.153,6.77,0.617,5.899,7.206
cpu4,groth16,12,wall_ms,total,1-5,5,279.355,276.825,282.072,5.247,272.872,283.5
cpu4,groth16,12,stage_sum_ms,diagnostic,1-5,5,279.334,276.804,282.052,5.248,272.849,283.479
cpu4,groth16,13,input_ms,stage,1-5,5,25.65,23.548,29.616,6.068,22.88,30.691
cpu4,groth16,13,witness_ms,stage,1-5,5,20.728,18.864,20.945,2.081,17.013,21.069
cpu4,groth16,13,prove_ms,stage,1-5,5,247.282,242.266,252.617,10.351,238.301,256.981
cpu4,groth16,13,verify_first_ms,stage,1-5,5,7.843,7.703,7.876,0.173,7.563,8.021
cpu4,groth16,13,verify_steady_ms,stage,1-5,5,7.129,6.857,7.167,0.31,5.971,7.204
cpu4,groth16,13,wall_ms,total,1-5,5,298.973,298.649,304.938,6.289,293.731,311.292
cpu4,groth16,13,stage_sum_ms,diagnostic,1-5,5,298.95,298.622,304.913,6.291,293.708,311.263
cpu4,groth16,14,input_ms,stage,1-5,5,45.818,45.318,51.376,6.058,41.74,54.575
cpu4,groth16,14,witness_ms,stage,1-5,5,19.28,18.918,19.981,1.063,17.925,23.338
cpu4,groth16,14,prove_ms,stage,1-5,5,257.439,257.209,260.205,2.996,251.668,261.114
cpu4,groth16,14,verify_first_ms,stage,1-5,5,6.514,6.461,7.591,1.13,6.186,8.082
cpu4,groth16,14,verify_steady_ms,stage,1-5,5,6.736,6.158,6.996,0.838,6.063,7.367
cpu4,groth16,14,wall_ms,total,1-5,5,330.488,325.646,340.03,14.384,322.476,342.223
cpu4,groth16,14,stage_sum_ms,diagnostic,1-5,5,330.462,325.622,340.005,14.383,322.451,342.198
cpu4,groth16,15,input_ms,stage,1-5,5,107.43,103.793,115.365,11.572,101.977,117.122
cpu4,groth16,15,witness_ms,stage,1-5,5,25.659,23.803,26.611,2.808,20.103,27.677
cpu4,groth16,15,prove_ms,stage,1-5,5,269.27,264.833,270.266,5.433,262.49,273.446
cpu4,groth16,15,verify_first_ms,stage,1-5,5,6.877,6.338,7.105,0.767,6.29,7.15
cpu4,groth16,15,verify_steady_ms,stage,1-5,5,7.053,6.871,7.313,0.442,6.432,11.458
cpu4,groth16,15,wall_ms,total,1-5,5,410.365,406.033,411.282,5.249,398.259,417.799
cpu4,groth16,15,stage_sum_ms,diagnostic,1-5,5,410.338,406.007,411.254,5.247,398.228,417.776
cpu4,groth16,5,input_ms,stage,1-10,10,0.791,0.78625,0.8185,0.03225,0.603,1.096
cpu4,groth16,5,witness_ms,stage,1-10,10,15.481,14.442,15.9748,1.53275,12.968,16.666
cpu4,groth16,5,prove_ms,stage,1-10,10,143.883,142.727,145.676,2.94875,135.868,152.085
cpu4,groth16,5,verify_first_ms,stage,1-10,10,7.619,7.049,7.84175,0.79275,6.725,8.012
cpu4,groth16,5,verify_steady_ms,stage,1-10,10,6.915,6.557,7.271,0.714,5.937,8.292
cpu4,groth16,5,wall_ms,total,1-10,10,167.792,166.313,168.736,2.42325,157.783,176.323
cpu4,groth16,5,stage_sum_ms,diagnostic,1-10,10,167.773,166.296,168.718,2.422,157.766,176.305
cpu4,groth16,6,input_ms,stage,1-10,10,0.8095,0.7945,0.88,0.0855,0.71,0.903
cpu4,groth16,6,witness_ms,stage,1-10,10,15.008,14.1668,15.743,1.57625,13.305,17.1
cpu4,groth16,6,prove_ms,stage,1-10,10,158.756,156.459,164.675,8.21575,152.142,178.109
cpu4,groth16,6,verify_first_ms,stage,1-10,10,7.6645,6.71675,7.822,1.10525,6.22,10.358
cpu4,groth16,6,verify_steady_ms,stage,1-10,10,7.1645,6.719,7.39825,0.67925,6.101,7.49
cpu4,groth16,6,wall_ms,total,1-10,10,182.552,179.018,186.44,7.4225,174.211,205.184
cpu4,groth16,6,stage_sum_ms,diagnostic,1-10,10,182.534,179.002,186.425,7.423,174.195,205.169
cpu4,groth16,7,input_ms,stage,1-10,10,0.9,0.87775,1.1275,0.24975,0.782,4.763
cpu4,groth16,7,witness_ms,stage,1-10,10,14.856,14.593,15.9372,1.34425,14.218,17.049
cpu4,groth16,7,prove_ms,stage,1-10,10,170.189,167.449,173.885,6.43525,164.982,178.113
cpu4,groth16,7,verify_first_ms,stage,1-10,10,7.5805,7.346,7.66125,0.31525,7.267,7.823
cpu4,groth16,7,verify_steady_ms,stage,1-10,10,7.1935,7.14725,7.56325,0.416,6.57,9.86
cpu4,groth16,7,wall_ms,total,1-10,10,195.134,192.517,196.667,4.15025,188.496,202.358
cpu4,groth16,7,stage_sum_ms,diagnostic,1-10,10,195.118,192.502,196.652,4.15025,188.481,202.34
cpu4,groth16,8,input_ms,stage,1-10,10,1.202,1.18375,1.31275,0.129,1.027,1.415
cpu4,groth16,8,witness_ms,stage,1-10,10,15.7045,14.0098,16.767,2.75725,13.241,16.966
cpu4,groth16,8,prove_ms,stage,1-10,10,197.549,196.078,200.231,4.1535,188.156,202.269
cpu4,groth16,8,verify_first_ms,stage,1-10,10,7.5815,7.24625,7.74375,0.4975,6.374,7.997
cpu4,groth16,8,verify_steady_ms,stage,1-10,10,7.0895,6.7445,7.419,0.6745,6.416,8.536
cpu4,groth16,8,wall_ms,total,1-10,10,222.328,221.005,223.805,2.8,214.332,224.944
cpu4,groth16,8,stage_sum_ms,diagnostic,1-10,10,222.312,220.988,223.79,2.802,214.314,224.926
cpu4,groth16,9,input_ms,stage,1-10,10,1.8925,1.866,2.01525,0.14925,1.733,2.274
cpu4,groth16,9,witness_ms,stage,1-10,10,15.343,14.8392,15.6827,0.8435,14.309,17.937
cpu4,groth16,9,prove_ms,stage,1-10,10,209.219,206.933,211.058,4.1255,204.047,219.382
cpu4,groth16,9,verify_first_ms,stage,1-10,10,7.7285,7.63375,7.79625,0.1625,6.208,7.925
cpu4,groth16,9,verify_steady_ms,stage,1-10,10,7.0605,7.03,7.121,0.091,5.993,11.755
cpu4,groth16,9,wall_ms,total,1-10,10,233.758,232.341,237.362,5.02025,228.434,244.621
cpu4,groth16,9,stage_sum_ms,diagnostic,1-10,10,233.742,232.327,237.345,5.019,228.419,244.605
cpu4,groth16,10,input_ms,stage,1-10,10,2.9155,2.7455,3.10925,0.36375,2.644,4.444
cpu4,groth16,10,witness_ms,stage,1-10,10,16.365,15.1625,17.929,2.7665,14.452,19.881
cpu4,groth16,10,prove_ms,stage,1-10,10,219.484,217.523,222.197,4.67425,214.977,223.619
cpu4,groth16,10,verify_first_ms,stage,1-10,10,7.506,7.279,7.79825,0.51925,7.048,8.076
cpu4,groth16,10,verify_steady_ms,stage,1-10,10,7.0675,6.9245,7.344,0.4195,6.196,8.968
cpu4,groth16,10,wall_ms,total,1-10,10,248.731,243.17,249.729,6.5595,239.852,251.154
cpu4,groth16,10,stage_sum_ms,diagnostic,1-10,10,248.713,243.153,249.713,6.5595,239.835,251.137
cpu4,groth16,11,input_ms,stage,1-10,10,6.587,5.8895,7.05375,1.16425,5.456,7.461
cpu4,groth16,11,witness_ms,stage,1-10,10,16.001,15.4327,17.6095,2.17675,14.206,20.436
cpu4,groth16,11,prove_ms,stage,1-10,10,231.865,228.742,233.421,4.67925,220.027,241.443
cpu4,groth16,11,verify_first_ms,stage,1-10,10,7.644,7.26875,7.93025,0.6615,6.236,10.988
cpu4,groth16,11,verify_steady_ms,stage,1-10,10,7.115,6.889,7.309,0.42,6.455,7.378
cpu4,groth16,11,wall_ms,total,1-10,10,261.774,259.812,263.555,3.74275,252.115,273.024
cpu4,groth16,11,stage_sum_ms,diagnostic,1-10,10,261.755,259.789,263.536,3.7475,252.095,273.002
cpu4,groth16,12,input_ms,stage,1-10,10,14.573,10.3438,15.0913,4.7475,8.72,17.148
cpu4,groth16,12,witness_ms,stage,1-10,10,18.098,16.9898,19.7888,2.799,15.363,21.694
cpu4,groth16,12,prove_ms,stage,1-10,10,243.786,236.409,245.697,9.28825,234.038,251.717
cpu4,groth16,12,verify_first_ms,stage,1-10,10,7.5475,7.2785,7.6355,0.357,6.625,7.948
cpu4,groth16,12,verify_steady_ms,stage,1-10,10,6.8625,6.52775,7.167,0.63925,5.899,7.35
cpu4,groth16,12,wall_ms,total,1-10,10,281.762,277.457,283.226,5.76875,272.872,290.534
cpu4,groth16,12,stage_sum_ms,diagnostic,1-10,10,281.74,277.436,283.204,5.76775,272.849,290.506
cpu4,groth16,13,input_ms,stage,1-10,10,28.2955,24.0735,29.667,5.5935,22.88,30.691
cpu4,groth16,13,witness_ms,stage,1-10,10,21.2275,20.7823,22.587,1.80475,17.013,23.325
cpu4,groth16,13,prove_ms,stage,1-10,10,251.524,248.128,251.753,3.625,238.301,256.981
cpu4,groth16,13,verify_first_ms,stage,1-10,10,7.9135,7.738,8.1995,0.4615,6.976,8.558
cpu4,groth16,13,verify_steady_ms,stage,1-10,10,7.096,6.68075,7.19475,0.514,5.971,8.63
cpu4,groth16,13,wall_ms,total,1-10,10,306.922,300.464,311.648,11.1833,293.731,311.898
cpu4,groth16,13,stage_sum_ms,diagnostic,1-10,10,306.899,300.441,311.621,11.1807,293.708,311.874
cpu4,groth16,14,input_ms,stage,1-10,10,50.6675,46.7537,51.3195,4.56575,41.74,55.612
cpu4,groth16,14,witness_ms,stage,1-10,10,19.099,18.8818,20.3485,1.46675,17.925,23.338
cpu4,groth16,14,prove_ms,stage,1-10,10,258.293,255.739,260.887,5.14775,251.347,268.617
cpu4,groth16,14,verify_first_ms,stage,1-10,10,7.6385,6.724,7.7065,0.9825,6.186,8.082
cpu4,groth16,14,verify_steady_ms,stage,1-10,10,6.995,6.79075,7.25425,0.4635,6.063,7.507
cpu4,groth16,14,wall_ms,total,1-10,10,336.356,328.841,340.147,11.306,322.476,350.503
cpu4,groth16,14,stage_sum_ms,diagnostic,1-10,10,336.332,328.814,340.124,11.3093,322.451,350.48
cpu4,groth16,15,input_ms,stage,1-10,10,115.681,108.721,116.052,7.3315,101.977,117.424
cpu4,groth16,15,witness_ms,stage,1-10,10,24.7895,23.5458,26.2657,2.72,20.103,27.677
cpu4,groth16,15,prove_ms,stage,1-10,10,269.768,265.634,273.986,8.35225,262.49,287.616
cpu4,groth16,15,verify_first_ms,stage,1-10,10,6.991,6.3795,7.231,0.8515,6.172,7.669
cpu4,groth16,15,verify_steady_ms,stage,1-10,10,7.0555,7.0395,7.299,0.2595,6.432,11.458
cpu4,groth16,15,wall_ms,total,1-10,10,413.806,410.594,419.462,8.86825,398.259,434.182
cpu4,groth16,15,stage_sum_ms,diagnostic,1-10,10,413.777,410.567,419.437,8.8695,398.228,434.157
cpu4,groth16,5,input_ms,stage,6-10,5,0.787,0.701,0.79,0.089,0.603,0.83
cpu4,groth16,5,witness_ms,stage,6-10,5,15.998,15.189,16.218,1.029,14.311,16.666
cpu4,groth16,5,prove_ms,stage,6-10,5,145.952,144.064,147.84,3.776,143.244,152.085
cpu4,groth16,5,verify_first_ms,stage,6-10,5,7.048,6.853,7.652,0.799,6.725,7.989
cpu4,groth16,5,verify_steady_ms,stage,6-10,5,7.265,6.63,7.519,0.889,6.426,8.292
cpu4,groth16,5,wall_ms,total,6-10,5,168.742,168.719,171.689,2.97,166.163,176.323
cpu4,groth16,5,stage_sum_ms,diagnostic,6-10,5,168.725,168.696,171.673,2.977,166.146,176.305
cpu4,groth16,6,input_ms,stage,6-10,5,0.813,0.802,0.897,0.095,0.786,0.902
cpu4,groth16,6,witness_ms,stage,6-10,5,15.8,15.572,16.834,1.262,13.305,17.1
cpu4,groth16,6,prove_ms,stage,6-10,5,165.474,159.385,173.615,14.23,153.866,178.109
cpu4,groth16,6,verify_first_ms,stage,6-10,5,7.653,7.559,7.909,0.35,6.411,10.358
cpu4,groth16,6,verify_steady_ms,stage,6-10,5,7.424,6.866,7.47,0.604,6.101,7.49
cpu4,groth16,6,wall_ms,total,6-10,5,187.233,183.543,199.455,15.912,177.816,205.184
cpu4,groth16,6,stage_sum_ms,diagnostic,6-10,5,187.218,183.527,199.437,15.91,177.8,205.169
cpu4,groth16,7,input_ms,stage,6-10,5,0.911,0.886,0.988,0.102,0.854,4.763
cpu4,groth16,7,witness_ms,stage,6-10,5,14.728,14.567,15.656,1.089,14.472,17.049
cpu4,groth16,7,prove_ms,stage,6-10,5,171.584,167.282,174.172,6.89,165.595,176.512
cpu4,groth16,7,verify_first_ms,stage,6-10,5,7.647,7.56,7.666,0.106,7.288,7.791
cpu4,groth16,7,verify_steady_ms,stage,6-10,5,7.209,7.147,7.582,0.435,6.57,8.255
cpu4,groth16,7,wall_ms,total,6-10,5,195.383,194.885,196.927,2.042,188.496,202.358
cpu4,groth16,7,stage_sum_ms,diagnostic,6-10,5,195.367,194.87,196.913,2.043,188.481,202.34
cpu4,groth16,8,input_ms,stage,6-10,5,1.258,1.202,1.331,0.129,1.027,1.341
cpu4,groth16,8,witness_ms,stage,6-10,5,15.166,14.954,16.243,1.289,13.241,16.767
cpu4,groth16,8,prove_ms,stage,6-10,5,197.927,197.171,198.892,1.721,192.651,202.258
cpu4,groth16,8,verify_first_ms,stage,6-10,5,7.561,7.394,7.602,0.208,6.374,7.611
cpu4,groth16,8,verify_steady_ms,stage,6-10,5,6.842,6.712,7.257,0.545,6.669,7.489
cpu4,groth16,8,wall_ms,total,6-10,5,222.678,221.978,223.954,1.976,214.497,224.944
cpu4,groth16,8,stage_sum_ms,diagnostic,6-10,5,222.663,221.962,223.939,1.977,214.481,224.926
cpu4,groth16,9,input_ms,stage,6-10,5,1.866,1.734,1.874,0.14,1.733,1.911
cpu4,groth16,9,witness_ms,stage,6-10,5,15.424,15.262,15.722,0.46,14.309,17.937
cpu4,groth16,9,prove_ms,stage,6-10,5,211.492,209.561,214.319,4.758,207.767,219.382
cpu4,groth16,9,verify_first_ms,stage,6-10,5,7.636,7.633,7.685,0.052,7.605,7.802
cpu4,groth16,9,verify_steady_ms,stage,6-10,5,7.059,7.029,7.146,0.117,5.993,11.755
cpu4,groth16,9,wall_ms,total,6-10,5,238.24,234.535,238.81,4.275,232.525,244.621
cpu4,groth16,9,stage_sum_ms,diagnostic,6-10,5,238.224,234.521,238.795,4.274,232.508,244.605
cpu4,groth16,10,input_ms,stage,6-10,5,3.127,2.816,3.446,0.63,2.725,4.444
cpu4,groth16,10,witness_ms,stage,6-10,5,18.293,16.501,18.458,1.957,16.229,19.881
cpu4,groth16,10,prove_ms,stage,6-10,5,219.512,219.457,222.318,2.861,218.942,223.619
cpu4,groth16,10,verify_first_ms,stage,6-10,5,7.806,7.621,7.844,0.223,7.391,8.076
cpu4,groth16,10,verify_steady_ms,stage,6-10,5,7.323,6.894,7.534,0.64,6.879,8.968
cpu4,groth16,10,wall_ms,total,6-10,5,249.927,248.462,251.063,2.601,247.981,251.154
cpu4,groth16,10,stage_sum_ms,diagnostic,6-10,5,249.911,248.445,251.047,2.602,247.963,251.137
cpu4,groth16,11,input_ms,stage,6-10,5,5.948,5.87,6.696,0.826,5.518,7.461
cpu4,groth16,11,witness_ms,stage,6-10,5,17.688,17.374,18.177,0.803,15.937,20.436
cpu4,groth16,11,prove_ms,stage,6-10,5,228.696,228.422,231.668,3.246,220.027,241.443
cpu4,groth16,11,verify_first_ms,stage,6-10,5,7.603,7.208,7.685,0.477,6.236,7.766
cpu4,groth16,11,verify_steady_ms,stage,6-10,5,6.925,6.877,7.141,0.264,6.758,7.342
cpu4,groth16,11,wall_ms,total,6-10,5,260.911,259.446,262.94,3.494,252.115,272.555
cpu4,groth16,11,stage_sum_ms,diagnostic,6-10,5,260.886,259.423,262.922,3.499,252.095,272.531
cpu4,groth16,12,input_ms,stage,6-10,5,14.837,14.589,16.914,2.325,14.557,17.148
cpu4,groth16,12,witness_ms,stage,6-10,5,20.04,19.035,20.962,1.927,18.462,21.694
cpu4,groth16,12,prove_ms,stage,6-10,5,238.51,235.709,245.781,10.072,235.349,245.793
cpu4,groth16,12,verify_first_ms,stage,6-10,5,7.619,7.564,7.641,0.077,7.526,7.843
cpu4,groth16,12,verify_steady_ms,stage,6-10,5,7.05,6.917,7.338,0.421,6.808,7.35
cpu4,groth16,12,wall_ms,total,6-10,5,282.405,281.451,287.318,5.867,275.984,290.534
cpu4,groth16,12,stage_sum_ms,diagnostic,6-10,5,282.38,281.428,287.295,5.867,275.964,290.506
cpu4,groth16,13,input_ms,stage,6-10,5,29.096,27.495,29.684,2.189,23.495,29.711
cpu4,groth16,13,witness_ms,stage,6-10,5,22.728,22.164,22.94,0.776,21.386,23.325
cpu4,groth16,13,prove_ms,stage,6-10,5,251.577,251.472,251.641,0.169,250.665,251.79
cpu4,groth16,13,verify_first_ms,stage,6-10,5,8.259,7.951,8.276,0.325,6.976,8.558
cpu4,groth16,13,verify_steady_ms,stage,6-10,5,7.063,6.622,7.384,0.762,6.408,8.63
cpu4,groth16,13,wall_ms,total,6-10,5,311.766,308.634,311.8,3.166,305.21,311.898
cpu4,groth16,13,stage_sum_ms,diagnostic,6-10,5,311.741,308.611,311.775,3.164,305.186,311.874
cpu4,groth16,14,input_ms,stage,6-10,5,51.064,50.271,51.15,0.879,49.561,55.612
cpu4,groth16,14,witness_ms,stage,6-10,5,18.896,18.877,20.471,1.594,18.055,21.768
cpu4,groth16,14,prove_ms,stage,6-10,5,259.148,255.249,263.329,8.08,251.347,268.617
cpu4,groth16,14,verify_first_ms,stage,6-10,5,7.687,7.686,7.713,0.027,7.354,7.716
cpu4,groth16,14,verify_steady_ms,stage,6-10,5,7.039,6.994,7.326,0.332,6.955,7.507
