network,depth,step,txHash,status,gasUsed,gasPriceWei,gasPriceGwei,feeWei,feeEth,verifier,credentialManager
sepolia,11,"deploy Verifier",0x5cc0e9f8fdf0a72226ce3a6636fa7fc598af2a2fe48f484895fe21a56648571e,success,385209,1263488130,1.26348813,486706999069170,0.00048670699906917,0x8FFb65a4237f4E9f07c74764d5a2a8963cCF423a,0x97A8A1890ce63D80d232be2B965Ca5DE8075B6A9
sepolia,11,"deploy CredentialManager",0x09e676be34bac9a58f676b1a6d6c64bdca646f84f469bfdb2f7e263808822f5d,success,1525514,1103674852,1.103674852,1683671438173928,0.001683671438173928,0x8FFb65a4237f4E9f07c74764d5a2a8963cCF423a,0x97A8A1890ce63D80d232be2B965Ca5DE8075B6A9
sepolia,11,"setIssuer",0x8bf63d54e333cb491403d88eecb9cebf60f7ff9f237e3fd33564fd0d65c1247d,success,48410,1323303861,1.323303861,64061139911010,0.00006406113991101,0x8FFb65a4237f4E9f07c74764d5a2a8963cCF423a,0x97A8A1890ce63D80d232be2B965Ca5DE8075B6A9
sepolia,11,"addRoot",0xcf4a931148344a800234d3b4b17ec0a09ab47b46eee3c387c11541ce022282af,success,51326,1194157584,1.194157584,61291332156384,0.000061291332156384,0x8FFb65a4237f4E9f07c74764d5a2a8963cCF423a,0x97A8A1890ce63D80d232be2B965Ca5DE8075B6A9
