campaign_id,session_id,profile_id,container_id,kind,run_id,round,round_attempt,order_in_round,seed,is_warmup,warmup_kind,backend,depth,leaf_index,started_at_utc,input_ms,witness_ms,prove_ms,verify_first_ms,verify_steady_ms,stage_sum_ms,wall_ms,zkey_bytes,zkey_sha256,proof_valid,root_matches,input_matches_committed,public_root,expected_root,heap_used_mb,rss_mb,image_id,manifest_sha256,status,error
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/in_process1,0,1,1,0,1,in_process,groth16,5,0,2026-09-25T06:14:28.446Z,0.473,21.773,357.606,10.219,11.094,390.071,390.088,1133343,41c7636150900ee72cf6323930dd506bd0fc015a94a20905cc61c856b4fe919a,1,1,1,8772061116891597512098326450504850663371859585885077427179882578819842555696,8772061116891597512098326450504850663371859585885077427179882578819842555696,13.105,155.277,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/in_process2,0,1,2,0,1,in_process,plonk,5,0,2026-09-25T06:14:28.876Z,0.579,19.552,11985.574,8.075,7.395,12013.78,12013.798,50790568,8b7d89ef154d0704a4a5fb8df978ea728f0decad61374b1d3a80a026ad357fec,1,1,1,8772061116891597512098326450504850663371859585885077427179882578819842555696,8772061116891597512098326450504850663371859585885077427179882578819842555696,10.968,374.895,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round01,0,1,1,0,1,round0,plonk,14,0,2026-09-25T06:14:40.917Z,53.899,27.464,23365.329,11.807,7.912,23458.499,23458.528,101787276,61d7365d9163bc99ded1dfbd03499b9283c2947715292debbde41b3796b6b916,1,1,1,12582151698735550891927690128793622813383487692593364506314066026947547425304,12582151698735550891927690128793622813383487692593364506314066026947547425304,10.754,388.004,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round02,0,1,2,0,1,round0,plonk,10,0,2026-09-25T06:15:04.401Z,2.799,20.549,11952.407,9.438,8.493,11985.192,11985.214,51742588,bebeabf9a0c71095a0054d8bd4225201a55744b4b0560ef0825703d4931d0ced,1,1,1,5493694120516454304625833950804950714434791624469988248149691492887491269863,5493694120516454304625833950804950714434791624469988248149691492887491269863,10.226,394.031,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round03,0,1,3,0,1,round0,groth16,7,0,2026-09-25T06:15:16.415Z,0.903,26.741,342.159,10.812,13.98,380.615,380.636,1374247,c0f6d8c4ac9fa282780a2c229d7d086f87e26be62a3eefceb9f801e5076843aa,1,1,1,6834760395900399403843817083005722754930321299301222295483199499696193022453,6834760395900399403843817083005722754930321299301222295483199499696193022453,11.35,369.949,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round04,0,1,4,0,1,round0,groth16,10,0,2026-09-25T06:15:16.838Z,3.027,25.005,411.5,12.48,11.994,452.012,452.047,1866675,656d9ee8dd285db6410e0a4b4317201829a1347f7cc3ef6d8de625e8f99f432a,1,1,1,5493694120516454304625833950804950714434791624469988248149691492887491269863,5493694120516454304625833950804950714434791624469988248149691492887491269863,10.811,371.141,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round05,0,1,5,0,1,round0,plonk,9,0,2026-09-25T06:15:17.329Z,1.89,25.107,12080.933,9.365,8.451,12117.295,12117.315,51552184,9dc1fed4ae801e210c410e345557301925ad182187f5f64aedebb0ef6a13cf67,1,1,1,20121159957847147921812141654231982941331816397431355682788233457047980505218,20121159957847147921812141654231982941331816397431355682788233457047980505218,10.513,348.621,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round06,0,1,6,0,1,round0,groth16,8,0,2026-09-25T06:15:29.475Z,1.228,23.929,365.794,19.879,10.935,410.83,410.849,1625771,5ed3b83d5f5aad4ca7fa25c79bc0fa86d421d2202a7e7054079f14b9e1c2f4cd,1,1,1,4202603041571593097755192347734702907906852554209131907104891159135181794540,4202603041571593097755192347734702907906852554209131907104891159135181794540,9.77,324.531,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round07,0,1,7,0,1,round0,groth16,12,0,2026-09-25T06:15:29.922Z,15.453,22.736,455.635,11.337,10.906,505.161,505.183,2107579,3fdb01845d81a3cdbbba88fcf45b948195abf01ba68c30be8a5f3e3546d4e81e,1,1,1,1305120659341908565283217195273270415919492373288777814091321905738895669205,1305120659341908565283217195273270415919492373288777814091321905738895669205,9.721,324.742,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round08,0,1,8,0,1,round0,plonk,12,0,2026-09-25T06:15:30.463Z,17.222,27.885,24600.863,17.839,10.242,24663.809,24663.839,101406468,ac66b87842b1343c8548cf4e922c1ee3249b5519daa07857ea88621896f01c1d,1,1,1,1305120659341908565283217195273270415919492373288777814091321905738895669205,1305120659341908565283217195273270415919492373288777814091321905738895669205,10.239,463.742,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round09,0,1,9,0,1,round0,groth16,6,0,2026-09-25T06:15:55.165Z,2.232,41.729,432.734,20.985,22.902,497.679,497.766,1253795,ea2368c5701f4885dc1bd9120ebd0b3419c495066983d2c215030506b1968bd4,1,1,1,4563221289370828604205089111471170542583263583412968862519466540084840336910,4563221289370828604205089111471170542583263583412968862519466540084840336910,9.705,324.406,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,d6df1dce49ca,primary,campaign-20260925T060607Z/cpu2/primary0a1/round010,0,1,10,0,1,round0,plonk,15,0,2026-09-25T06:15:55.733Z,167.456,58.058,28703.68,9.12,7.237,28938.313,28938.35,101977680,590ecdca303cbdece71bd9566d50ed9ad6168b343d2955edb57da417b966d08b,1,1,1,16175814224772832097117886582757018531876340808696504341109560169071733404932,16175814224772832097117886582757018531876340808696504341109560169071733404932,10.622,516.531,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,9a7829fe2584259f1dd0dc45cf73c5ce904fce7e61e964fb7958826f156b43be,ok,
