campaign_id,session_id,profile_id,kind,round,round_attempt,position_in_round,container_id,image_id,cpuset,zcorp_cpus,os_cpus_length,available_parallelism,ffjs_concurrency,heap_limit_mb,started_at_utc,ended_at_utc,rows_written,memory_peak_bytes,memory_max_bytes,swap_max,cpu_max,oom_kill,nr_throttled,repo_readonly,artifacts_verified,assertions_passed,status,error
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,0,1,2,d6df1dce49ca,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T06:14:27.419Z,2026-09-25T06:18:03.457Z,24,1558867968,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,1,1,3,486c1bded4e6,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T06:26:40.508Z,2026-09-25T06:30:29.024Z,24,1592041472,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,2,1,1,71192f775bc8,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T06:30:29.477Z,2026-09-25T06:33:58.141Z,24,1532690432,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,3,1,2,9394a26c61de,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T06:42:24.540Z,2026-09-25T06:45:55.496Z,24,1585254400,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,4,1,1,ebeb5624e96a,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T06:48:53.794Z,2026-09-25T06:52:21.217Z,24,1622188032,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,5,1,2,39ae73f60d14,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:00:49.125Z,2026-09-25T07:04:20.963Z,24,1603457024,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,6,1,3,311d54965f8d,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:08:03.076Z,2026-09-25T07:08:21.110Z,13,721317888,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,7,1,2,100250fd8a30,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:08:34.360Z,2026-09-25T07:08:52.354Z,13,716886016,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,8,1,1,f1510d11b105,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:09:06.978Z,2026-09-25T07:09:25.015Z,13,614551552,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,9,1,3,5b1ea642b813,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:10:19.711Z,2026-09-25T07:10:37.657Z,13,661721088,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,primary,10,1,2,42b57fc6cd90,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:10:51.004Z,2026-09-25T07:11:08.965Z,13,735178752,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,diag,1,1,1,e59d03fb634d,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:11:23.722Z,2026-09-25T07:14:02.753Z,18,983314432,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,diag,2,1,3,240a88eb1b7b,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:22:39.405Z,2026-09-25T07:25:16.147Z,18,994689024,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,diag,3,1,2,5e77e7b05084,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:27:21.104Z,2026-09-25T07:29:57.793Z,18,986775552,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,diag,4,1,3,d328c6b7679e,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:36:38.671Z,2026-09-25T07:39:16.589Z,18,986001408,8589934592,0,max 100000,0,0,1,1,1,ok,
campaign-20260925T060607Z,S20260925T060607Z,cpu2,diag,5,1,2,d05e48836aac,sha256:50c5f26d2c05b460aa702d89700b74f817ea4adce9d64a5abacaae7a9bb671c8,1-2,2,2,2,2,4144,2026-09-25T07:41:27.637Z,2026-09-25T07:44:05.942Z,18,1084899328,8589934592,0,max 100000,0,0,1,1,1,ok,
